1948 1013.279 1011.753 1009.135 1013.928 1016.834 1014.151 1012.583 1010.468 1010.040 1008.603 1010.735 1014.286
1949 1008.461 1011.755 1014.361 1011.937 1020.731 1016.858 1010.657 1010.943 1012.057 1009.870 1018.315 1016.979
1950 1015.742 1013.226 1013.288 1015.741 1014.994 1010.364 1013.681 1012.970 1010.552 1013.101 1015.845 1019.639
1951 1013.262 1015.397 1025.104 1020.384 1018.267 1014.148 1011.143 1011.367 1014.463 1010.651 1011.388 1009.057
1952 1014.753 1019.309 1022.209 1015.756 1018.392 1015.420 1007.721 1010.292 1012.613 1013.114 1018.214 1017.993
1953 1016.669 1012.802 1012.417 1018.407 1017.336 1010.400 1008.900 1009.453 1008.483 1013.167 1009.628 1008.868
1954 1013.441 1010.532 1012.801 1016.435 1022.054 1013.560 1007.676 1010.178 1011.132 1009.728 1011.006 1010.426
1955 1012.684 1021.775 1024.321 1016.504 1016.396 1012.675 1007.152 1005.366 1011.362 1009.452 1018.718 1015.887
1956 1016.437 1018.895 1010.650 1020.528 1012.612 1009.849 1009.843 1012.654 1012.297 1009.204 1013.915 1013.625
1957 1007.365 1023.433 1021.153 1016.049 1019.663 1014.003 1011.856 1008.959 1014.060 1008.510 1018.672 1012.971
1958 1014.528 1020.321 1023.727 1018.539 1018.276 1015.090 1012.286 1012.992 1009.180 1009.552 1013.539 1019.298
1959 1021.619 1003.650 1007.215 1017.621 1016.972 1011.424 1010.162 1014.358 1012.938 1012.603 1016.917 1010.080
1960 1021.536 1021.211 1021.258 1019.026 1018.381 1012.613 1012.237 1015.189 1013.056 1013.832 1014.666 1012.389
1961 1017.148 1010.547 1017.367 1019.827 1014.703 1010.024 1010.222 1012.046 1009.262 1011.401 1010.145 1016.424
1962 1008.594 1015.326 1025.255 1012.484 1017.603 1012.288 1012.352 1010.628 1010.275 1012.150 1013.074 1014.782
1963 1020.552 1015.251 1014.284 1016.551 1014.922 1014.172 1010.745 1012.192 1008.943 1007.902 1013.274 1011.516
1964 1010.120 1012.335 1013.729 1016.640 1013.782 1010.127 1005.425 1014.998 1014.606 1009.751 1017.763 1014.058
1965 1015.351 1021.295 1016.411 1014.789 1017.305 1012.650 1013.057 1011.786 1015.150 1008.655 1017.870 1012.426
1966 1019.774 1020.354 1022.234 1025.329 1010.770 1007.863 1009.816 1013.349 1009.367 1015.937 1012.378 1015.542
1967 1012.298 1008.468 1010.548 1008.648 1015.559 1010.014 1009.210 1009.485 1006.759 1004.713 1010.488 1013.474
1968 1016.174 1017.154 1009.315 1017.144 1016.314 1010.539 1012.539 1011.660 1015.190 1014.612 1019.554 1014.182
1969 1024.544 1021.353 1019.233 1015.093 1018.497 1012.099 1008.907 1012.818 1009.880 1011.977 1010.705 1014.042
1970 1020.356 1020.219 1022.740 1018.081 1015.629 1006.198 1009.711 1011.134 1010.846 1011.572 1012.260 1012.844
1971 1015.049 1017.926 1018.781 1018.561 1012.227 1014.657 1011.552 1006.455 1009.476 1008.766 1011.688 1011.716
1972 1011.314 1014.815 1015.486 1014.826 1016.759 1013.759 1011.362 1009.140 1015.223 1008.323 1017.408 1008.417
1973 1004.718 1011.403 1011.833 1023.623 1014.659 1009.633 1007.641 1009.280 1010.696 1010.155 1016.656 1012.242
1974 1013.192 1017.196 1013.443 1014.973 1018.004 1011.085 1008.813 1012.156 1013.893 1015.134 1014.432 1009.884
1975 1008.347 1011.673 1015.223 1016.454 1018.045 1014.815 1007.133 1008.398 1007.084 1011.604 1011.257 1004.099
1976 1012.382 1006.321 1012.911 1015.279 1017.026 1011.617 1009.066 1004.696 1011.591 1014.503 1012.121 1017.392
1977 1025.763 1018.578 1017.920 1011.908 1014.973 1013.360 1012.848 1016.384 1008.639 1013.621 1012.926 1012.346
1978 1012.080 1018.143 1014.096 1019.884 1017.288 1011.562 1012.645 1010.576 1013.093 1008.751 1004.033 1014.985
1979 1019.503 1016.936 1021.555 1023.175 1017.957 1010.657 1010.321 1013.229 1013.612 1015.231 1011.530 1006.452
1980 1020.442 1012.179 1019.216 1018.015 1020.190 1009.941 1012.688 1009.729 1010.706 1011.894 1017.844 1015.011
1981 1006.907 1013.544 1020.523 1015.912 1013.430 1014.090 1008.015 1009.700 1016.045 1019.875 1012.348 1014.385
1982 1016.673 1012.362 1013.241 1012.831 1019.799 1015.944 1008.714 1010.514 1008.851 1014.511 1013.954 1011.097
1983 1009.825 1014.303 1015.456 1021.052 1018.252 1008.897 1009.341 1006.416 1011.907 1009.136 1011.961 1012.702
1984 1011.525 1013.637 1019.843 1019.187 1013.560 1012.266 1010.760 1007.773 1011.904 1014.910 1015.124 1011.210
1985 1019.638 1021.709 1013.124 1017.328 1018.432 1013.720 1013.549 1011.800 1011.961 1009.711 1017.285 1022.270
1986 1016.484 1017.447 1005.435 1016.635 1016.535 1007.743 1011.365 1011.926 1011.348 1006.729 1013.146 1011.458
1987 1011.662 1018.514 1020.229 1016.467 1016.185 1015.573 1011.387 1014.147 1010.588 1009.437 1015.210 1016.080
1988 1010.402 1016.682 1016.073 1017.655 1021.050 1010.333 1011.341 1008.745 1005.453 1009.201 1013.028 1003.771
1989 1003.964 1004.857 1011.231 1017.956 1014.433 1007.923 1004.822 1007.986 1006.270 1009.768 1012.435 1012.649
1990 1013.314 1005.739 1004.235 1007.887 1008.259 1011.655 1010.887 1012.575 1012.511 1009.514 1014.069 1009.413
1991 1011.969 1015.222 1015.801 1013.071 1014.096 1012.633 1009.645 1005.495 1012.225 1011.573 1011.660 1003.271
1992 1007.356 1010.973 1011.416 1022.371 1008.451 1011.041 1007.636 1008.462 1013.927 1011.377 1011.718 1006.364
