1979032800 -0.3525 -0.3525
1979032900 -0.3990 -0.3990
1979050100 -0.3145 -0.3145
1979050200 -0.4085 -0.4085
1979050300 -0.3990 -0.3990
1979070100 -0.3410 -0.3410
1979070200 -0.3665 -0.3665
1979070300 -0.3325 -0.3325
1979070700 -0.3730 -0.3730
1979070800 -0.3905 -0.3905
1979070900 -0.3025 -0.3025
1979071800 -0.3095 -0.3095
1979071900 -0.4015 -0.4015
1979072000 -0.3330 -0.3330
1979081000 -0.3490 -0.3490
1979081100 -0.3040 -0.3040
1980071300 -0.3305 -0.3305
1980071400 -0.3200 -0.3200
1980071700 -0.3090 -0.3090
1980071800 -0.3065 -0.3065
1980072400 -0.3030 -0.3030
1980072500 -0.3285 -0.3285
1980072600 -0.3320 -0.3320
1980072700 -0.3100 -0.3100
1980081400 -0.3015 -0.3015
1981070200 -0.3635 -0.3635
1981070300 -0.4080 -0.4080
1981071600 -0.3130 -0.3130
1981071700 -0.4025 -0.4025
1981071800 -0.3715 -0.3715
1981071900 -0.3775 -0.3775
1981072000 -0.4145 -0.4145
1981072100 -0.3200 -0.3200
1981072500 -0.4090 -0.4090
1981072600 -0.4430 -0.4430
1981072700 -0.3750 -0.3750
1981080500 -0.3340 -0.3340
1981080600 -0.3360 -0.3360
1982040800 -0.3200 -0.3200
1982070100 -0.3890 -0.3890
1982070200 -0.3265 -0.3265
1982071200 -0.3030 -0.3030
1982071500 -0.3040 -0.3040
1982071600 -0.3140 -0.3140
1982072300 -0.3185 -0.3185
1982072400 -0.3120 -0.3120
1982072800 -0.3195 -0.3195
1982072900 -0.3075 -0.3075
1982073100 -0.3025 -0.3025
1983041400 -0.3430 -0.3430
1983050100 -0.3590 -0.3590
1983050200 -0.3790 -0.3790
1983070200 -0.3070 -0.3070
1983071800 -0.3490 -0.3490
1983071900 -0.4145 -0.4145
1983072000 -0.4150 -0.4150
1983072100 -0.3460 -0.3460
1983072600 -0.3385 -0.3385
1983072700 -0.3035 -0.3035
1983081500 -0.3170 -0.3170
1983081600 -0.3095 -0.3095
1983102600 -0.4235 -0.4235
1984043000 -0.3245 -0.3245
1984070200 -0.3085 -0.3085
1984070300 -0.3435 -0.3435
1984070400 -0.3315 -0.3315
1984070500 -0.3040 -0.3040
1984071100 -0.3690 -0.3690
1984071200 -0.4050 -0.4050
1984071300 -0.3270 -0.3270
1984071800 -0.3120 -0.3120
1984072800 -0.4580 -0.4580
1984072900 -0.4070 -0.4070
1984080300 -0.3300 -0.3300
1984080400 -0.3455 -0.3455
1984080500 -0.3175 -0.3175
1985053100 -0.3790 -0.3790
1985060100 -0.3965 -0.3965
1985060200 -0.3400 -0.3400
1985070100 -0.3105 -0.3105
1985070200 -0.3625 -0.3625
1985070300 -0.3380 -0.3380
1985070900 -0.3395 -0.3395
1985071400 -0.4235 -0.4235
1985071500 -0.4165 -0.4165
1985071600 -0.3415 -0.3415
1985071900 -0.3295 -0.3295
1985072000 -0.3750 -0.3750
1985072100 -0.3585 -0.3585
1985072500 -0.3125 -0.3125
1985072600 -0.3605 -0.3605
1985072700 -0.3265 -0.3265
1985072800 -0.3230 -0.3230
1985072900 -0.3535 -0.3535
1985073000 -0.3060 -0.3060
1986050200 -0.3165 -0.3165
1986070200 -0.3050 -0.3050
1986071600 -0.3050 -0.3050
1986071700 -0.3505 -0.3505
1986071800 -0.3260 -0.3260
1986071900 -0.3265 -0.3265
1986072000 -0.3515 -0.3515
1986072100 -0.3435 -0.3435
1986072200 -0.3105 -0.3105
1986072300 -0.3105 -0.3105
1986072400 -0.3435 -0.3435
1987071800 -0.3350 -0.3350
1987071900 -0.3505 -0.3505
1987072000 -0.3330 -0.3330
1987072800 -0.3030 -0.3030
1987072900 -0.3795 -0.3795
1987073000 -0.3970 -0.3970
1987073100 -0.3380 -0.3380
1987080100 -0.3405 -0.3405
1987080200 -0.4020 -0.4020
1987080300 -0.4585 -0.4585
1987080400 -0.4535 -0.4535
1987080500 -0.3635 -0.3635
1987081200 -0.3255 -0.3255
1987081300 -0.3970 -0.3970
1987081400 -0.3755 -0.3755
1987081500 -0.3235 -0.3235
1988060200 -0.3010 -0.3010
1988060300 -0.3720 -0.3720
1988062800 -0.3680 -0.3680
1988070800 -0.3250 -0.3250
1988070900 -0.3040 -0.3040
1988071500 -0.3760 -0.3760
1988072300 -0.3360 -0.3360
1988072400 -0.4140 -0.4140
1989030900 -0.3240 -0.3240
1989040300 -0.3150 -0.3150
1989041800 -0.3060 -0.3060
1989070100 -0.3520 -0.3520
1989070200 -0.3580 -0.3580
1989070300 -0.4880 -0.4880
1989071400 -0.3330 -0.3330
1989071500 -0.3980 -0.3980
1989071600 -0.3490 -0.3490
1989071900 -0.3280 -0.3280
1989072000 -0.4420 -0.4420
1989072100 -0.3630 -0.3630
1989072900 -0.3510 -0.3510
1989081900 -0.3010 -0.3010
1989082000 -0.3170 -0.3170
1989082100 -0.3140 -0.3140
1990031700 -0.3140 -0.3140
1990031800 -0.3200 -0.3200
1990040900 -0.3650 -0.3650
1990041000 -0.4960 -0.4960
1990041100 -0.4250 -0.4250
1990041800 -0.3240 -0.3240
1990041900 -0.3190 -0.3190
1990060100 -0.3920 -0.3920
1990060200 -0.4470 -0.4470
1990060300 -0.3480 -0.3480
1990070100 -0.4250 -0.4250
1990070200 -0.4200 -0.4200
1990070300 -0.3650 -0.3650
1990071000 -0.3290 -0.3290
1990071200 -0.3320 -0.3320
1990071500 -0.4270 -0.4270
1990071600 -0.4390 -0.4390
1990071700 -0.4640 -0.4640
1990072400 -0.3620 -0.3620
1990072500 -0.4470 -0.4470
1990072600 -0.3610 -0.3610
1990072700 -0.3560 -0.3560
1990072800 -0.4000 -0.4000
1990072900 -0.3170 -0.3170
1990080200 -0.3280 -0.3280
1990080700 -0.3550 -0.3550
1991062900 -0.3270 -0.3270
1991070100 -0.4410 -0.4410
1991070200 -0.4340 -0.4340
1991070300 -0.4880 -0.4880
1991070500 -0.3050 -0.3050
1991070600 -0.4840 -0.4840
1991070700 -0.5080 -0.5080
1991070800 -0.3380 -0.3380
1991071200 -0.3210 -0.3210
1991071400 -0.4760 -0.4760
1991071500 -0.3610 -0.3610
1991072600 -0.3410 -0.3410
1991072700 -0.3780 -0.3780
1991072800 -0.4240 -0.4240
1991073100 -0.3360 -0.3360
1991080100 -0.3540 -0.3540
1992050100 -0.3310 -0.3310
1992050200 -0.3200 -0.3200
1992050300 -0.3690 -0.3690
1992050400 -0.3010 -0.3010
