1948 1012.529 1013.578 1009.298 1013.290 1016.708 1013.637 1011.354 1010.870 1010.378 1007.409 1010.457 1012.274
1949 1008.546 1011.293 1015.193 1011.476 1017.863 1014.548 1010.655 1010.451 1012.337 1009.017 1016.599 1016.081
1950 1016.371 1014.114 1013.373 1015.290 1013.853 1009.621 1011.900 1012.172 1010.136 1011.723 1015.592 1018.078
1951 1013.951 1016.146 1022.833 1018.277 1016.887 1013.109 1009.878 1011.286 1013.868 1011.219 1010.406 1007.306
1952 1013.683 1019.429 1021.258 1014.455 1017.171 1013.271 1008.707 1010.317 1012.240 1012.367 1017.447 1016.496
1953 1015.827 1014.570 1012.814 1018.296 1017.108 1011.765 1009.709 1009.825 1009.031 1011.647 1010.987 1009.261
1954 1014.212 1012.659 1012.926 1016.668 1020.893 1011.505 1008.967 1009.984 1010.796 1009.605 1011.410 1012.220
1955 1012.484 1021.309 1021.916 1016.391 1014.785 1011.665 1007.989 1006.534 1010.747 1008.623 1017.367 1014.941
1956 1017.136 1020.950 1012.794 1018.731 1011.732 1011.214 1010.986 1012.033 1011.256 1009.035 1014.695 1015.073
1957 1007.679 1022.591 1020.039 1015.303 1017.785 1012.602 1011.893 1010.219 1012.621 1007.973 1016.034 1010.861
1958 1014.747 1019.324 1022.635 1017.185 1016.604 1014.279 1011.094 1012.184 1010.066 1009.934 1012.419 1017.630
1959 1019.840 1005.972 1009.397 1016.473 1015.958 1012.015 1009.661 1013.042 1011.091 1012.612 1017.124 1012.144
1960 1020.218 1018.491 1020.727 1018.003 1018.702 1011.553 1011.993 1012.920 1012.791 1012.503 1014.503 1012.928
1961 1016.773 1011.835 1015.107 1017.286 1014.219 1009.752 1010.267 1010.520 1007.941 1011.766 1011.091 1017.488
1962 1008.709 1014.798 1022.861 1013.002 1016.149 1011.282 1013.216 1009.948 1011.016 1010.640 1014.194 1013.416
1963 1020.206 1015.458 1014.301 1016.144 1013.739 1012.797 1010.345 1012.026 1009.074 1007.465 1013.505 1011.964
1964 1009.812 1014.049 1015.503 1016.567 1013.871 1009.841 1007.180 1013.581 1012.770 1010.762 1015.267 1013.670
1965 1015.299 1020.956 1016.956 1014.707 1015.725 1010.956 1012.370 1010.618 1013.867 1008.236 1016.830 1012.934
1966 1020.174 1017.994 1020.254 1023.939 1012.037 1009.060 1009.511 1012.294 1008.375 1014.483 1011.914 1017.392
1967 1012.532 1009.171 1010.171 1010.866 1015.657 1010.222 1010.131 1010.318 1008.028 1006.538 1011.256 1013.340
1968 1016.752 1017.173 1007.863 1014.844 1015.942 1010.772 1012.231 1011.818 1015.592 1013.088 1017.439 1014.979
1969 1023.323 1021.973 1018.249 1013.759 1017.090 1011.447 1009.764 1012.780 1010.939 1011.195 1010.747 1014.980
1970 1019.543 1018.171 1021.642 1016.289 1015.169 1007.905 1009.449 1010.774 1011.501 1012.256 1011.417 1013.160
1971 1014.164 1019.257 1018.461 1017.330 1011.757 1013.462 1011.727 1007.349 1010.059 1008.097 1011.007 1011.868
1972 1013.382 1014.900 1015.647 1014.334 1015.501 1013.022 1012.622 1009.414 1014.902 1009.167 1015.394 1009.068
1973 1006.610 1011.695 1012.963 1020.975 1014.624 1010.129 1008.794 1009.953 1009.835 1009.650 1014.234 1011.264
1974 1014.431 1016.924 1015.527 1014.161 1017.461 1011.234 1009.224 1012.126 1012.376 1014.905 1013.866 1011.382
1975 1009.041 1012.104 1013.675 1016.114 1016.868 1013.004 1007.813 1009.584 1007.911 1010.958 1010.150 1006.443
1976 1012.317 1008.678 1013.809 1013.982 1015.852 1011.467 1009.662 1007.164 1011.253 1014.127 1011.343 1017.547
1977 1023.065 1018.221 1015.948 1011.994 1014.482 1012.019 1012.493 1014.942 1008.912 1011.701 1011.625 1012.882
1978 1011.644 1017.583 1013.465 1018.260 1016.586 1010.867 1012.007 1011.089 1012.307 1008.874 1004.915 1013.990
1979 1017.769 1016.728 1018.363 1021.939 1016.142 1010.479 1010.791 1011.920 1011.941 1014.226 1010.749 1007.323
