12345 XXX Abcdefghi Observations at 00Z 01 Jan 1900

-----------------------------------------------------------------------------
   PRES   HGHT   TEMP   DWPT   RELH   MIXR   DRCT   SKNT   THTA   THTE   THTV
   21.3  26213  -45.0  -80.4      1   0.03    250     10  684.9  685.2  685.0
   20.4  26518  -45.4  -80.5      1   0.03    275     11  692.9  693.2  692.9
   20.0  26640  -45.5  -80.5      1   0.03    280      9  696.1  696.5  696.1
   19.5  26822  -46.1  -81.1      1   0.03    175     10  699.8  700.0  699.8
   19.1  26947  -46.5  -81.5      1   0.03    187     14  702.2  702.5  702.3
   18.6  27127  -46.5  -81.5      1   0.03    205     19  707.8  708.1  707.8
   17.8  27432  -46.4  -81.4      1   0.03    230     10  717.3  717.6  717.3
   17.0  27737  -46.4  -81.3      1   0.03    180     10  727.0  727.3  727.0
   16.3  28002  -46.3  -81.3      1   0.03    193     16  735.4  735.8  735.5
   16.2  28042  -46.0  -81.1      1   0.03    195     17  737.6  738.0  737.6
   15.5  28346  -43.8  -79.7      1   0.05    230     27  754.3  754.9  754.4
   14.4  28838  -40.3  -77.3      1   0.07    279     16  782.1  782.9  782.1
   14.2  28956  -40.5  -77.4      1   0.07    290     13  785.4  786.2  785.4
   13.5  29261  -40.9  -77.7      1   0.07    260     11  793.9  794.8  794.0
   11.8  30175  -42.3  -78.5      1   0.07    275      2  820.1  821.0  820.1
   11.4  30427  -42.7  -78.7      1   0.07    234      5  827.5  828.4  827.5
   11.3  30480  -42.5  -78.6      1   0.07    225      6  830.0  830.9  830.1
   10.8  30785  -41.3  -77.7      1   0.09    230     10  844.9  846.0  845.0
   10.3  31090  -40.2  -76.9      1   0.11    255     15  860.1  861.4  860.1
   10.0  31320  -39.3  -76.3      1   0.12    265     14  871.7  873.2  871.8
    9.9  31394  -39.2  -76.3      1   0.12    270     13  874.6  876.1  874.6
    9.5  31699  -39.0  -76.2      1   0.13    270     10  886.6  888.3  886.7
    9.0  32004  -38.9  -76.1      1   0.14    195     10  898.8  900.6  898.9
    8.7  32309  -38.6  -76.1      1   0.14    240     12  911.1  913.1  911.2
    7.2  33528  -37.9  -75.8      1   0.18    310      6  962.2  964.7  962.3
    7.0  33750  -37.7  -75.7      1   0.19    330      9  971.8  974.5  971.9
    6.9  33833  -37.4  -75.4      1   0.20    340     11  976.5  979.4  976.6
    6.8  33950  -36.9  -74.9      1   0.22    346     11  983.2  986.3  983.4
    6.6  34138  -37.8  -75.4      1   0.21    355     10  987.3  990.3  987.5
    6.3  34476  -39.3  -76.3      1   0.19                994.7  997.5  994.8
    5.8  35046  -35.5  -73.5      1   0.32               1035.0 1039.7 1035.2

Station information and sounding indices

                         Station identifier: XYZ
                             Station number: 12345
                           Observation time: 010203/0405
                           Station latitude: 00.00
                          Station longitude: -00.00
                          Station elevation: 00.0
                            Showalter index: 00.00
                               Lifted index: 00.00
    LIFT computed using virtual temperature: 00.00
                                SWEAT index: 00.00
                                    K index: -00.00
                         Cross totals index: 00.00
                      Vertical totals index: 00.00
                        Totals totals index: 00.20
      Convective Available Potential Energy: 0.00
             CAPE using virtual temperature: 0.00
                      Convective Inhibition: -0.00
             CINS using virtual temperature: -0.00
                           Equilibrum Level: 000.00
 Equilibrum Level using virtual temperature: 000.00
                   Level of Free Convection: 000.00
             LFCT using virtual temperature: 000.00
                     Bulk Richardson Number: 0.00
          Bulk Richardson Number using CAPV: 0.00
  Temp [K] of the Lifted Condensation Level: 000.00
Pres [hPa] of the Lifted Condensation Level: 000.00
     Mean mixed layer potential temperature: 000.00
              Mean mixed layer mixing ratio: 0.00
              1000 hPa to 500 hPa thickness: 0000.00
Precipitable water [mm] for entire sounding: 0.00
