date lat lon thetamin amplitude circulation radius
1976020218   85.22  225.00 1002.73   15.87    0.00   -1.16
1976020300   85.22  225.00 1004.17   16.09    0.00    1.44
1976020306   84.25  191.31 1004.85   10.31  353.45    0.68
1976020312   84.25  191.31 1006.50    9.45    0.00    1.65
1976020318   84.25  191.31 1005.76    9.61    0.00   -0.74
1976020400   84.25  191.31 1005.26    8.80    0.00   -0.50
1976020406   84.25  191.31 1004.65    8.27    0.00   -0.61
12         -999.00 -999.00 -999.00 -999.00 -999.00 -999.00
1976020512   82.02  278.13  976.75   12.04 -999.00 -999.00
1976020518   82.02  261.87  979.37   18.76  249.52    2.62
1976020600   82.02  261.87  980.56   17.67    0.00    1.20
1976020606   82.02  261.87  982.37   12.93    0.00    1.80
1976020612   79.29  251.57  982.90   16.14  354.27    0.53
1976020618   77.12  254.74  983.29   10.73  251.24    0.39
1976020700   77.12  254.74  983.33   14.05    0.00    0.04
1976020706   74.92  257.01  982.64   11.21  251.76   -0.69
1976020712   72.69  258.69  983.41    9.11  252.43    0.77
1976020718   72.69  258.69  984.35    8.85    0.00    0.94
1976020800   72.69  258.69  983.75   11.46    0.00   -0.60
1976020806   72.99  266.19  982.66    8.41  247.44   -1.09
13         -999.00 -999.00 -999.00 -999.00 -999.00 -999.00
1976020518   79.29  341.57  983.50   11.38 -999.00 -999.00
1976020600   79.78  353.66  983.19   13.43  249.18   -0.31
1976020606   82.02  351.87  981.97   16.92  250.88   -1.22
1976020612   82.02    8.13  983.75   17.32  249.52    1.77
1976020618   84.25  348.69  984.43   14.60  353.72    0.69
1976020700   86.44  341.57  985.22   14.21  250.30    0.79
1976020706   86.44  288.43  985.09   11.11  353.58   -0.13
1976020712   86.44  251.57  985.70    8.73  250.01    0.61
1976020718   83.42  239.04  986.28    8.88  354.00    0.58
1976020800   86.44  251.57  984.43   10.29  354.00   -1.85
1976020806   85.22  225.00  984.45   11.28  250.05    0.03
1976020812   85.22  225.00  985.77    9.26    0.00    1.32
1976020818   82.02  225.00  985.59    7.00  354.27   -0.18
15         -999.00 -999.00 -999.00 -999.00 -999.00 -999.00
1976020906   64.85  341.57  971.81   25.03 -999.00 -999.00
1976020912   67.71  345.26  964.40   31.58  358.07   -7.41
1976020918   70.45  349.99  959.18   21.77  356.32   -5.22
1976021000   72.69  348.69  956.26   18.85  253.17   -2.92
1976021006   75.26  355.60  949.46   30.04  354.72   -6.80
1976021012   77.53  354.81  950.95   41.23  251.86    1.49
1976021018   77.53  354.81  953.34   36.70    0.00    2.39
1976021100   77.53  354.81  961.54   24.25    0.00    8.20
1976021106   79.78  353.66  966.85   25.09  251.32    5.31
1976021112   82.02    8.13  972.23   20.78  353.72    5.38
1976021118   82.02    8.13  975.22   15.09    0.00    2.99
1976021200   79.78    6.34  974.90   12.41  250.88   -0.32
1976021206   79.78    6.34  975.22   10.88    0.00    0.32
1976021212   82.02    8.13  977.23   11.54  250.88    2.01
1976021218   84.25   11.31  978.39   13.75  250.53    1.16
16         -999.00 -999.00 -999.00 -999.00 -999.00 -999.00
1976021100   57.49  288.43  982.73   16.07 -999.00 -999.00
1976021106   58.83  293.75  981.27    9.04  344.89   -1.46
1976021112   60.95  295.56  980.19    8.83  256.05   -1.08
1976021118   59.88  299.48  976.68   12.01  245.54   -3.51
1976021200   61.88  301.76  972.88   17.89  254.28   -3.80
1976021206   67.02  302.91  966.83   22.97  573.23   -6.05
1976021212   70.18  300.96  962.45   24.09  359.36   -4.38
1976021218   71.26  295.02  958.43   23.59  248.19   -4.02
1976021300   72.11  288.43  961.27   32.83  247.84    2.83
1976021306   72.11  288.43  961.40   33.58    0.00    0.13
1976021312   72.69  281.31  967.20   23.89  247.57    5.80
1976021318   72.69  281.31  970.23   20.63    0.00    3.03
1976021400   70.45  280.01  979.61   14.36  253.17    9.38
1976021406   68.19  278.97  984.56    5.41  254.03    4.95
1976021412   65.48  283.39  988.25    6.84  356.66    3.69
1976021418   64.85  288.43  988.37   11.89  245.19    0.12
8          -999.00 -999.00 -999.00 -999.00 -999.00 -999.00
1976021406   77.53  354.81  959.56   28.25 -999.00 -999.00
1976021412   79.78  353.66  957.26   31.65  251.32   -2.29
1976021418   82.02    8.13  960.03   31.93  353.72    2.77
1976021500   84.25   11.31  960.67   30.36  250.53    0.64
1976021506   84.25   11.31  961.66   21.65    0.00    0.98
1976021512   84.25  348.69  963.02   21.06  249.80    1.36
1976021518   84.25   11.31  962.22   10.37  249.80   -0.80
1976021600   83.42   30.96  964.63    5.87  249.86    2.41
12         -999.00 -999.00 -999.00 -999.00 -999.00 -999.00
1976022118   81.41  336.80  990.52   12.12 -999.00 -999.00
1976022200   81.41  336.80  984.79   16.94    0.00   -5.73
1976022206   84.25  348.69  981.32   29.36  354.14   -3.47
1976022212   84.25   11.31  983.05   25.39  249.80    1.72
1976022218   85.22   45.00  983.22   20.72  353.45    0.17
1976022300   81.41   66.80  979.78   19.26  500.64   -3.44
1976022306   79.78   83.66  977.65   24.09  353.17   -2.13
1976022312   79.78   83.66  973.89   18.90    0.00   -3.76
1976022318   79.78   83.66  972.26   20.41    0.00   -1.63
1976022400   79.78   83.66  971.91   24.15    0.00   -0.35
1976022406   79.78   83.66  974.33   20.22    0.00    2.42
1976022412   79.78   83.66  976.71   19.87    0.00    2.38
12         -999.00 -999.00 -999.00 -999.00 -999.00 -999.00
1976022318   67.71  345.26  976.08   27.66 -999.00 -999.00
1976022400   70.45  349.99  972.29   33.85  356.32   -3.78
1976022406   72.99  356.19  968.83   32.76  354.90   -3.46
1976022412   72.99  356.19  966.87   32.26    0.00   -1.96
1976022418   72.99  356.19  966.44   24.96    0.00   -0.44
1976022500   68.43  356.99  962.92   19.13  507.39   -3.52
1976022506   70.71    3.37  965.69   12.10  353.82    2.77
1976022512   70.71    3.37  971.06   11.93    0.00    5.37
1976022518   69.92   16.39  972.89   16.70  493.43    1.83
1976022600   69.92   16.39  973.87   18.86    0.00    0.98
1976022606   72.11   34.70  973.90   15.16  700.31    0.03
1976022612   70.71   40.24  973.32    6.70  249.31   -0.58
8          -999.00 -999.00 -999.00 -999.00 -999.00 -999.00
1976022506   72.40   45.00  974.80   19.68 -999.00 -999.00
1976022512   72.40   45.00  971.40   21.20    0.00   -3.39
1976022518   72.11   55.30  970.07   17.96  349.59   -1.33
1976022600   71.26   64.98  970.84   12.81  349.88    0.77
1976022606   72.11   71.57  970.35   18.36  247.83   -0.49
1976022612   72.69   78.69  972.82   21.34  247.57    2.46
1976022618   74.92   77.01  977.62   15.73  252.43    4.81
1976022700   74.92   77.01  981.89    8.76    0.00    4.26
10         -999.00 -999.00 -999.00 -999.00 -999.00 -999.00
1976022706   81.41  203.20 1011.56    7.41 -999.00 -999.00
1976022712   82.02  225.00 1009.73   12.00  352.89   -1.82
1976022718   80.29  234.46 1008.39   13.37  250.26   -1.35
1976022800   78.38  240.95 1007.32   15.88  250.59   -1.07
1976022806   74.25  248.96 1006.44   11.87  502.62   -0.88
1976022812   72.11  251.57 1002.88   18.89  252.23   -3.56
1976022818   69.92  253.61 1003.21   17.47  252.98    0.32
1976022900   67.71  255.26 1005.44   15.35  253.83    2.24
1976022906   64.85  251.57 1009.52   11.80  358.06    4.08
1976022912   62.64  253.07 1012.33    8.29  255.63    2.81
14         -999.00 -999.00 -999.00 -999.00 -999.00 -999.00
1976022712   67.02  159.77 1001.28    8.22 -999.00 -999.00
1976022718   69.16  157.62 1002.82    7.28  253.57    1.53
1976022800   72.11  161.57 1004.03   13.54  357.11    1.21
1976022806   74.25  158.96 1004.77   10.01  252.23    0.74
1976022812   76.35  155.56 1005.49    9.42  251.58    0.72
1976022818   76.35  155.56 1003.88   13.52    0.00   -1.61
1976022900   78.38  150.95 1003.57   12.16  251.04   -0.31
1976022906   81.41  156.80 1002.37   13.30  354.82   -1.20
1976022912   84.25  168.69 1001.79   18.22  354.14   -0.58
1976022918   86.44  198.43 1002.10   13.95  353.73    0.31
1976030100   86.44  198.43  999.82   14.09    0.00   -2.28
1976030106   88.41  225.00  997.62    6.69  250.14   -2.20
1976030112   88.41  225.00  998.22    9.40    0.00    0.60
1976030118   88.41  315.00  998.50    8.40  250.10    0.28
15         -999.00 -999.00 -999.00 -999.00 -999.00 -999.00
1976022812   68.19   62.10  986.41   10.37 -999.00 -999.00
1976022818   69.16   67.62  986.91   16.98  247.40    0.50
1976022900   71.26   64.98  987.99   13.85  252.70    1.08
1976022906   72.11   71.57  987.58   18.01  247.83   -0.41
1976022912   72.11   71.57  988.97   16.52    0.00    1.39
1976022918   74.92   77.01  988.75   16.20  355.70   -0.21
1976030100   74.25   68.96  989.07   10.09  248.26    0.32
1976030106   74.25   68.96  988.81    9.74    0.00   -0.26
1976030112   74.25   68.96  988.72   10.46    0.00   -0.09
1976030118   77.12   74.74  989.57   12.66  355.39    0.85
1976030200   77.12   74.74  990.64   12.01    0.00    1.07
1976030206   77.12   74.74  992.87   11.18    0.00    2.23
1976030212   74.92   77.01  995.30   11.81  251.77    2.43
1976030218   74.92   77.01  998.20   10.32    0.00    2.90
1976030300   77.53   84.81 1000.42   10.68  354.56    2.22
19         -999.00 -999.00 -999.00 -999.00 -999.00 -999.00
1976120118   67.02  237.10  993.52   14.74 -999.00 -999.00
1976120200   68.19  242.10  991.51   14.11  247.88   -2.01
1976120206   69.16  247.62  990.85   15.14  247.40   -0.66
1976120212   67.02  249.77  991.61   20.67  253.57    0.76
1976120218   67.71  255.26  995.65   15.20  246.17    4.04
1976120300   67.71  255.26  997.54   20.61    0.00    1.88
1976120306   65.48  256.61 1002.29   15.00  254.83    4.75
1976120312   68.19  261.03 1002.67   19.66  356.64    0.38
1976120318   68.19  261.03 1005.23   15.80    0.00    2.56
1976120400   70.71  266.63 1005.89   14.37  355.05    0.66
1976120406   72.99  266.19 1005.36   13.80  253.27   -0.53
1976120412   72.99  266.19 1005.37   15.61    0.00    0.01
1976120418   72.99  266.19 1005.80   14.07    0.00    0.43
1976120500   72.99  266.19 1008.43   11.57    0.00    2.63
1976120506   72.69  258.69 1010.40   13.71  247.44    1.97
1976120512   70.45  259.99 1012.19   12.17  253.17    1.79
1976120518   70.45  259.99 1013.27   11.40    0.00    1.08
1976120600   70.45  259.99 1014.21   10.19    0.00    0.94
1976120606   68.19  261.03 1015.31    7.65  254.03    1.10
8          -999.00 -999.00 -999.00 -999.00 -999.00 -999.00
1976121218   72.69  281.31  985.49   11.36 -999.00 -999.00
1976121300   70.45  280.01  989.33   13.59  253.17    3.85
1976121306   70.71  273.37  992.32    7.47  246.64    2.99
1976121312   72.69  258.69  993.24   10.71  554.49    0.91
1976121318   70.45  259.99  993.29   10.86  253.17    0.05
1976121400   70.45  259.99  993.90   10.97    0.00    0.61
1976121406   68.43  266.99  993.82    8.92  352.57   -0.08
1976121412   68.43  266.99  994.46    8.16    0.00    0.64
9          -999.00 -999.00 -999.00 -999.00 -999.00 -999.00
1976121512   73.30  298.30  967.41   18.65 -999.00 -999.00
1976121518   76.35  294.44  969.14   17.83  356.23    1.73
1976121600   80.29  305.54  973.07   29.91  501.62    3.93
1976121606   84.25  348.69  977.34   17.74  750.12    4.27
1976121612   86.44  341.57  981.42   11.88  250.30    4.08
1976121618   85.22   45.00  979.16   21.81  500.06   -2.26
1976121700   83.42   59.04  981.73   20.08  250.20    2.57
1976121706   79.29   71.57  985.50   27.65  501.22    3.77
1976121712   77.12   74.74  992.48   24.57  251.24    6.99
11         -999.00 -999.00 -999.00 -999.00 -999.00 -999.00
1976121618   63.82  304.38  999.60   11.48 -999.00 -999.00
1976121700   65.06  300.07  999.45   13.62  247.57   -0.15
1976121706   67.02  302.91  999.14   16.92  252.74   -0.32
1976121712   68.19  297.90 1002.15   13.04  247.88    3.02
1976121718   71.26  295.02 1002.69   12.14  358.23    0.54
1976121800   71.26  295.02 1006.90   10.84    0.00    4.21
1976121806   72.11  288.43 1007.08    9.78  247.84    0.18
1976121812   71.26  295.02 1009.17   11.77  247.84    2.09
1976121818   74.25  291.04 1009.01   12.28  356.67   -0.17
1976121900   74.25  291.04 1011.33   12.87    0.00    2.33
1976121906   74.25  291.04 1011.12   11.28    0.00   -0.21
11         -999.00 -999.00 -999.00 -999.00 -999.00 -999.00
1976121818   85.22  315.00 1014.06   12.34 -999.00 -999.00
1976121900   85.22  315.00 1013.18   14.57    0.00   -0.88
1976121906   84.25  348.69 1008.27   14.73  353.45   -4.92
1976121912   86.44  341.57 1005.80   15.25  250.30   -2.47
1976121918   86.44   18.43 1002.40   15.09  250.01   -3.40
1976122000   86.44   18.43 1001.69   13.35    0.00   -0.71
1976122006   86.44   71.57  998.02   18.90  353.58   -3.67
1976122012   88.41   45.00  998.00    9.37  250.14   -0.01
1976122018   86.44  108.43  996.78   15.34  353.72   -1.22
1976122100   86.44  108.43  995.50   15.39    0.00   -1.29
1976122106   86.44   71.57  994.80   14.14  250.01   -0.70
8          -999.00 -999.00 -999.00 -999.00 -999.00 -999.00
1976121900   66.13    2.73 1015.72   11.37 -999.00 -999.00
1976121906   66.13    2.73 1011.12   15.33    0.00   -4.60
1976121912   68.43    3.01 1009.45   14.89  255.09   -1.67
1976121918   68.43    3.01 1006.96   18.61    0.00   -2.49
1976122000   68.43    3.01 1009.14   15.75    0.00    2.18
1976122006   68.19    8.97 1009.59   15.51  245.76    0.45
1976122012   67.71   14.74 1012.83   12.25  245.91    3.24
1976122018   67.71   14.74 1013.52    9.86    0.00    0.69
9          -999.00 -999.00 -999.00 -999.00 -999.00 -999.00
1976122106   80.29   54.46  997.99   14.54 -999.00 -999.00
1976122112   79.78   83.66  993.64   19.49  557.37   -4.35
1976122118   79.78   96.34  987.78   23.83  249.13   -5.87
1976122200   79.78   96.34  985.62   23.17    0.00   -2.16
1976122206   79.29  108.43  986.05   23.51  249.18    0.43
1976122212   81.41  113.20  987.05   19.29  250.78    1.00
1976122218   80.29  125.54  987.86   23.61  249.72    0.81
1976122300   81.41  113.20  993.16   10.86  249.72    5.29
1976122306   81.41  113.20  997.08    7.61    0.00    3.92
11         -999.00 -999.00 -999.00 -999.00 -999.00 -999.00
1976122206   73.93   39.29 1000.03    8.03 -999.00 -999.00
1976122212   72.40   45.00  998.20   19.31  249.89   -1.83
1976122218   72.11   55.30  995.53   20.33  349.59   -2.67
1976122300   72.11   55.30  994.04   20.59    0.00   -1.49
1976122306   71.26   64.98  992.13   17.80  349.88   -1.91
1976122312   72.11   71.57  990.10   28.39  247.83   -2.03
1976122318   74.92   77.01  991.03   21.37  355.70    0.92
1976122400   74.92   77.01  991.11   26.29    0.00    0.09
1976122406   74.92   77.01  993.73   22.10    0.00    2.61
1976122412   77.53   84.81  995.75   23.10  354.56    2.02
1976122418   77.12   74.74  999.62   16.39  248.69    3.87
16         -999.00 -999.00 -999.00 -999.00 -999.00 -999.00
1976122300   72.69   11.31 1008.65   11.14 -999.00 -999.00
1976122306   69.92   16.39 1002.21   21.30  356.00   -6.43
1976122312   69.16   22.38  998.02   22.02  247.05   -4.20
1976122318   68.19   27.90  995.27   18.73  247.40   -2.74
1976122400   67.02   32.91  992.88   23.43  247.87   -2.39
1976122406   67.48   40.91  991.69   22.70  347.10   -1.19
1976122412   67.48   40.91  992.12   19.56    0.00    0.43
1976122418   68.92   53.75  992.73   11.18  550.95    0.62
1976122500   70.18   59.04  993.13   15.75  248.63    0.39
1976122506   71.26   64.98  995.83   11.13  248.19    2.70
1976122512   72.11   71.57  999.10   18.75  247.83    3.28
1976122518   74.92   77.01 1001.45   20.92  355.70    2.34
1976122600   77.12   74.74 1004.40   23.65  251.77    2.95
1976122606   77.12   74.74 1007.45   22.32    0.00    3.05
1976122612   77.53   84.81 1012.51   20.31  248.69    5.07
1976122618   79.78   83.66 1015.31   17.31  251.32    2.80
9          -999.00 -999.00 -999.00 -999.00 -999.00 -999.00
1976122806   79.29   71.57 1016.07   11.40 -999.00 -999.00
1976122812   82.02   81.87 1020.12   13.20  354.27    4.05
1976122818   82.02   98.13 1024.52   11.94  249.52    4.40
1976122900   83.42  120.96 1027.19    9.30  353.32    2.67
1976122906   82.02  135.00 1028.00   12.79  250.01    0.82
1976122912   80.29  144.46 1029.44   12.29  250.26    1.43
1976122918   81.41  156.80 1028.17    7.36  249.72   -1.27
1976123000   81.41  156.80 1028.38    5.93    0.00    0.21
1976123006   81.41  156.80 1028.62    3.91    0.00    0.24
14         -999.00 -999.00 -999.00 -999.00 -999.00 -999.00
1976122812   72.11   34.70  996.97   23.29 -999.00 -999.00
1976122818   73.30   28.30  994.83   20.87  248.86   -2.14
1976122900   69.92   16.39  994.10   14.81  558.56   -0.73
1976122906   69.92   16.39  992.66   16.95    0.00   -1.44
1976122912   68.19    8.97  992.20   11.46  351.30   -0.45
1976122918   72.69   11.31  991.02   17.81  507.19   -1.19
1976123000   72.69   11.31  992.29   16.07    0.00    1.27
1976123006   72.69   11.31  991.07   13.49    0.00   -1.22
1976123012   72.69   11.31  992.64   10.85    0.00    1.57
1976123018   74.92   12.99  992.98   13.04  252.43    0.34
1976123100   77.12   15.26  995.02   11.98  251.77    2.04
1976123106   77.12   15.26  995.51    6.65    0.00    0.49
1976123112   79.29   18.43  999.27    7.86  251.24    3.76
1976123118   81.41   23.20 1000.66    9.18  250.78    1.39
9          -999.00 -999.00 -999.00 -999.00 -999.00 -999.00
1976122918   75.26  265.60 1021.74    6.62 -999.00 -999.00
1976123000   77.12  285.26 1019.06   11.34  556.47   -2.68
1976123006   77.12  285.26 1014.86   13.18    0.00   -4.20
1976123012   76.35  294.44 1010.86   10.26  248.85   -4.00
1976123018   76.35  294.44 1005.71   12.31    0.00   -5.15
1976123100   75.26  302.47 1002.54   14.26  249.09   -3.17
1976123106   73.30  298.30  997.44   10.36  251.29   -5.10
1976123112   70.71  310.24  992.64   14.35  498.17   -4.80
1976123118   70.71  310.24  988.48   18.56    0.00   -4.16
9          -999.00 -999.00 -999.00 -999.00 -999.00 -999.00
1977010106   75.26  355.60  985.31   27.63 -999.00 -999.00
1977010112   75.26  355.60  986.89   16.81    0.00    1.57
1977010118   77.53  354.81  987.67   20.86  251.86    0.78
1977010200   79.78  353.66  985.96   24.75  251.32   -1.71
1977010206   79.78  353.66  986.76   17.97    0.00    0.80
1977010212   82.02  351.87  987.90   18.51  250.88    1.14
1977010218   83.42  329.04  990.59   13.69  353.31    2.69
1977010300   83.42  329.04  989.14   14.06    0.00   -1.45
1977010306   83.42  300.96  989.37   16.68  353.17    0.23
10         -999.00 -999.00 -999.00 -999.00 -999.00 -999.00
1977010206   67.71  345.26  989.67   18.79 -999.00 -999.00
1977010212   70.45  349.99  989.51   20.83  356.32   -0.16
1977010218   72.99  356.19  991.01   20.16  354.90    1.50
1977010300   75.26    4.40  987.58   30.71  353.76   -3.43
1977010306   77.53    5.19  988.06   23.86  251.86    0.49
1977010312   79.29   18.43  990.58   16.54  353.04    2.51
1977010318   80.29   35.54  994.18   15.79  352.62    3.60
1977010400   77.12   52.12 1000.92    9.23  500.27    6.73
1977010406   73.30   61.70 1002.91   10.35  502.04    1.99
1977010412   71.26   64.98 1007.37    7.90  251.95    4.46
12         -999.00 -999.00 -999.00 -999.00 -999.00 -999.00
1977010318   73.30  298.30  981.01   10.07 -999.00 -999.00
1977010400   74.25  291.04  983.91   10.12  248.50    2.90
1977010406   74.25  291.04  984.76   10.88    0.00    0.85
1977010412   74.25  291.04  987.83    8.87    0.00    3.07
1977010418   74.25  291.04  990.32    8.40    0.00    2.49
1977010500   72.11  288.43  993.87    6.15  252.22    3.54
1977010506   71.26  295.02  997.49    6.55  247.84    3.62
1977010512   70.45  280.01 1001.02   11.82  552.05    3.53
1977010518   68.19  278.97 1004.57    6.12  254.03    3.55
1977010600   63.62  277.43 1006.07    6.28  511.09    1.50
1977010606   63.62  277.43 1005.29    8.13    0.00   -0.78
1977010612   61.32  276.84 1004.58    8.17  257.29   -0.71
9          -999.00 -999.00 -999.00 -999.00 -999.00 -999.00
1977010318   67.71  345.26  982.22   22.96 -999.00 -999.00
1977010400   72.69  348.69  978.73   21.41  566.87   -3.49
1977010406   77.53  354.81  973.26   31.42  563.17   -5.47
1977010412   77.53    5.19  973.19   28.77  248.64   -0.07
1977010418   79.78    6.34  967.94   33.60  251.32   -5.25
1977010500   82.02    8.13  969.77   29.52  250.88    1.82
1977010506   82.02    8.13  969.03   26.87    0.00   -0.73
1977010512   82.02    8.13  972.76   22.58    0.00    3.73
1977010518   82.02    8.13  972.49   22.58    0.00   -0.27
22         -999.00 -999.00 -999.00 -999.00 -999.00 -999.00
1977010506   68.19  351.03  973.40   13.06 -999.00 -999.00
1977010512   70.71    3.37  971.41   16.30  554.89   -1.98
1977010518   72.99    3.81  967.12   18.91  253.27   -4.29
1977010600   74.25   21.04  969.10   13.05  554.44    1.97
1977010606   75.26   32.47  968.33   16.63  351.25   -0.77
1977010612   75.26   32.47  969.01   16.42    0.00    0.68
1977010618   75.62   45.00  970.33   14.39  350.98    1.32
1977010700   75.62   45.00  972.59   16.97    0.00    2.26
1977010706   75.62   45.00  974.99   17.24    0.00    2.41
1977010712   75.62   45.00  978.17   18.95    0.00    3.18
1977010718   75.62   45.00  981.85   17.96    0.00    3.68
1977010800   75.62   45.00  985.77   17.30    0.00    3.91
1977010806   72.40   45.00  988.20    9.15  357.20    2.43
1977010812   72.11   34.70  990.38   12.11  349.59    2.19
1977010818   70.71   40.24  990.29    9.88  249.31   -0.09
1977010900   70.71   40.24  991.45   11.29    0.00    1.17
1977010906   70.71   40.24  992.15   12.36    0.00    0.69
1977010912   70.18   30.96  996.53   12.48  348.90    4.38
1977010918   70.18   30.96  998.96    8.87    0.00    2.43
1977011000   67.02   32.91 1000.62    6.40  359.36    1.65
1977011006   68.19   27.90 1002.45    4.78  247.87    1.83
1977011012   66.13   25.35 1002.92    4.25  253.19    0.47
13         -999.00 -999.00 -999.00 -999.00 -999.00 -999.00
1977010912   61.88  291.37  993.39   20.32 -999.00 -999.00
1977010918   64.85  288.43  993.61   18.15  360.11    0.22
1977011000   67.71  284.74  994.28   19.32  358.07    0.67
1977011006   68.19  278.97  996.80   12.02  245.91    2.52
1977011012   70.71  273.37 1001.28    9.86  355.05    4.48
1977011018   70.71  266.63 1004.11    8.24  246.59    2.84
1977011100   70.45  259.99 1006.35   10.90  246.64    2.24
1977011106   65.91  261.87 1006.37   12.41  509.03    0.02
1977011112   67.71  255.26 1006.41   13.61  351.08    0.05
1977011118   65.48  256.61 1008.50   14.03  254.83    2.09
1977011200   64.85  251.57 1010.45   13.98  245.22    1.95
1977011206   64.85  251.57 1013.04   12.84    0.00    2.59
1977011212   65.06  239.93 1015.83    8.60  546.19    2.79
8          -999.00 -999.00 -999.00 -999.00 -999.00 -999.00
1977011618   73.30  298.30 1019.67   17.33 -999.00 -999.00
1977011700   74.25  291.04 1014.97   20.89  248.50   -4.70
1977011706   73.30  298.30 1012.25   13.67  248.50   -2.72
1977011712   73.30  298.30 1010.78   13.53    0.00   -1.47
1977011718   74.25  291.04 1008.78   13.62  248.50   -2.00
1977011800   74.25  291.04 1006.51   13.26    0.00   -2.27
1977011806   74.25  291.04 1004.36   13.23    0.00   -2.15
1977011812   74.25  291.04 1005.32   11.36    0.00    0.96
20         -999.00 -999.00 -999.00 -999.00 -999.00 -999.00
1977011806   63.03  242.35  994.95   10.60 -999.00 -999.00
1977011812   64.85  251.57  993.50   12.00  491.56   -1.45
1977011818   68.19  261.03  987.84   17.93  557.76   -5.66
1977011900   68.19  261.03  984.78   20.25    0.00   -3.06
1977011906   68.43  266.99  984.31   16.73  245.76   -0.47
1977011912   70.71  266.63  985.53   17.65  254.12    1.22
1977011918   70.71  266.63  985.59   15.65    0.00    0.06
1977012000   70.71  266.63  986.84   14.76    0.00    1.25
1977012006   72.99  266.19  987.48   14.13  253.27    0.64
1977012012   72.69  258.69  988.09   19.69  247.44    0.62
1977012018   72.69  258.69  990.73   17.82    0.00    2.63
1977012100   72.69  258.69  994.15   14.78    0.00    3.42
1977012106   72.11  251.57  997.24   15.52  247.57    3.09
1977012112   72.69  258.69  999.48   11.45  247.57    2.24
1977012118   74.25  248.96 1001.57    6.86  351.82    2.09
1977012200   74.25  248.96 1002.65    6.09    0.00    1.08
1977012206   75.26  237.53 1002.99    8.74  351.24    0.34
1977012212   75.26  237.53 1003.48    9.87    0.00    0.50
1977012218   75.26  237.53 1004.54    8.10    0.00    1.06
1977012300   75.26  237.53 1005.25   10.04    0.00    0.71
8          -999.00 -999.00 -999.00 -999.00 -999.00 -999.00
1977012000   68.19    8.97 1010.19   12.51 -999.00 -999.00
1977012006   68.19    8.97 1008.48   12.66    0.00   -1.71
1977012012   68.19    8.97 1009.66   11.60    0.00    1.19
1977012018   69.92   16.39 1010.40   18.93  351.30    0.74
1977012100   69.92   16.39 1010.88   19.44    0.00    0.48
1977012106   69.92   16.39 1012.68   15.49    0.00    1.80
1977012112   69.92   16.39 1014.18   13.55    0.00    1.50
1977012118   69.92   16.39 1014.30   12.27    0.00    0.12
11         -999.00 -999.00 -999.00 -999.00 -999.00 -999.00
1977012312   70.45  259.99 1003.18    9.27 -999.00 -999.00
1977012318   70.71  266.63 1001.88    8.92  246.64   -1.31
1977012400   68.43  266.99 1001.32    7.56  254.12   -0.55
1977012406   68.43  273.01 1000.68    6.13  245.71   -0.64
1977012412   68.19  278.97  999.53   11.25  245.76   -1.15
1977012418   70.71  273.37  999.15   13.74  355.05   -0.39
1977012500   70.71  273.37 1000.26   14.28    0.00    1.11
1977012506   70.71  266.63 1001.50   12.31  246.59    1.24
1977012512   70.45  259.99 1004.00   13.32  246.64    2.50
1977012518   68.19  261.03 1006.25   12.04  254.03    2.25
1977012600   67.71  255.26 1007.91   14.88  245.93    1.66
14         -999.00 -999.00 -999.00 -999.00 -999.00 -999.00
1977012500   83.42  300.96 1011.03   10.60 -999.00 -999.00
1977012506   83.42  300.96 1013.59    8.69    0.00    2.56
1977012512   82.02  261.87 1015.71    7.57  558.49    2.11
1977012518   81.41  246.80 1015.29    8.86  249.58   -0.41
1977012600   81.41  246.80 1016.22   10.27    0.00    0.93
1977012606   81.41  246.80 1018.56    7.90    0.00    2.34
1977012612   83.42  239.04 1021.44    8.48  250.44    2.88
1977012618   82.02  225.00 1022.50    7.24  250.01    1.06
1977012700   80.29  215.54 1022.21   14.01  250.26   -0.30
1977012706   80.29  215.54 1023.18   14.16    0.00    0.97
1977012712   80.29  215.54 1026.22   11.27    0.00    3.04
1977012718   78.38  209.05 1027.00    7.64  250.59    0.78
1977012800   78.38  209.05 1027.12    7.98    0.00    0.12
1977012806   78.38  209.05 1027.54    7.78    0.00    0.42
13         -999.00 -999.00 -999.00 -999.00 -999.00 -999.00
1977012912   73.93  219.29 1028.86    5.33 -999.00 -999.00
1977012918   73.93  219.29 1028.66    5.49    0.00   -0.20
1977013000   73.93  219.29 1026.43    8.70    0.00   -2.23
1977013006   73.93  219.29 1026.23    7.53    0.00   -0.20
1977013012   73.93  219.29 1024.11   10.72    0.00   -2.12
1977013018   73.93  219.29 1024.47    8.69    0.00    0.35
1977013100   73.93  219.29 1022.19   10.90    0.00   -2.27
1977013106   73.93  219.29 1022.37    7.73    0.00    0.17
1977013112   73.93  219.29 1020.85    9.90    0.00   -1.52
1977013118   72.11  214.70 1020.59   16.78  250.91   -0.26
1977020100   72.11  214.70 1021.45   16.88    0.00    0.87
1977020106   72.11  214.70 1023.02   11.80    0.00    1.57
1977020112   72.11  214.70 1023.18   13.79    0.00    0.16
8          -999.00 -999.00 -999.00 -999.00 -999.00 -999.00
1977020100   73.30   28.30 1010.55   17.26 -999.00 -999.00
1977020106   73.30   28.30 1009.24   15.51    0.00   -1.31
1977020112   73.30   28.30 1009.88   15.24    0.00    0.64
