1948 1012.595 1012.353 1009.395 1013.949 1016.648 1013.599 1011.995 1010.344 1010.009 1008.402 1010.851 1013.684
1949 1008.697 1011.741 1014.623 1011.855 1019.461 1015.935 1010.576 1010.786 1012.040 1009.703 1017.210 1016.380
1950 1015.813 1013.054 1013.185 1015.264 1014.586 1010.058 1012.766 1012.299 1010.046 1012.676 1015.938 1018.685
1951 1013.197 1015.397 1023.860 1019.507 1017.492 1013.801 1010.808 1011.298 1014.062 1011.027 1011.031 1008.781
1952 1014.161 1019.006 1021.135 1015.020 1017.768 1014.427 1008.098 1010.152 1012.398 1012.599 1017.731 1016.994
1953 1016.348 1012.975 1012.548 1018.107 1016.772 1010.638 1008.959 1009.353 1008.597 1012.626 1009.749 1009.141
1954 1013.846 1011.198 1012.928 1016.467 1021.047 1012.982 1007.878 1010.039 1010.881 1009.608 1010.932 1011.043
1955 1012.531 1021.019 1023.128 1016.141 1015.550 1012.296 1007.344 1005.977 1011.102 1009.499 1018.021 1015.349
1956 1016.547 1019.242 1011.296 1019.420 1012.145 1009.974 1009.882 1011.966 1011.961 1009.145 1013.988 1013.874
1957 1007.939 1022.559 1020.222 1015.659 1018.715 1013.507 1011.638 1009.191 1013.587 1008.449 1017.523 1012.151
1958 1014.305 1019.408 1022.819 1017.849 1017.227 1014.554 1011.747 1012.500 1009.235 1009.546 1013.042 1018.191
1959 1020.645 1004.911 1008.022 1016.760 1016.480 1011.346 1009.913 1013.716 1012.295 1012.351 1016.573 1010.364
1960 1020.701 1020.046 1020.793 1018.305 1017.786 1012.206 1011.769 1014.174 1012.628 1013.294 1014.091 1012.214
1961 1016.475 1010.690 1016.706 1018.576 1014.325 1009.793 1010.132 1011.303 1008.954 1011.343 1010.360 1016.451
1962 1008.833 1015.315 1024.036 1012.716 1016.964 1011.894 1012.276 1010.242 1010.300 1011.859 1013.237 1014.378
1963 1020.595 1015.192 1014.089 1016.297 1014.330 1013.447 1010.641 1011.867 1008.974 1007.768 1012.898 1011.510
1964 1010.179 1012.938 1014.219 1016.130 1013.660 1010.061 1005.919 1014.259 1013.946 1009.958 1016.832 1014.138
1965 1015.035 1020.880 1016.532 1014.667 1016.471 1012.060 1012.531 1011.263 1014.482 1008.605 1017.232 1012.253
1966 1019.524 1019.011 1021.059 1024.168 1010.987 1008.159 1009.708 1012.972 1009.068 1015.346 1012.722 1015.782
1967 1012.290 1008.728 1010.627 1009.545 1015.406 1010.127 1009.363 1009.584 1007.112 1005.154 1010.867 1013.366
1968 1016.052 1017.165 1009.043 1016.413 1016.185 1010.659 1012.320 1011.773 1014.929 1013.944 1018.383 1014.379
1969 1023.792 1021.050 1018.749 1014.449 1017.523 1011.710 1009.143 1012.629 1010.131 1011.773 1010.573 1014.072
1970 1019.515 1018.932 1021.859 1017.156 1015.298 1006.835 1009.456 1010.889 1010.811 1011.564 1012.083 1012.985
1971 1014.656 1017.732 1018.274 1017.716 1011.994 1014.046 1011.557 1006.809 1009.944 1008.784 1011.603 1011.785
1972 1011.835 1014.886 1015.406 1014.448 1016.052 1013.116 1011.529 1009.355 1015.029 1008.882 1016.293 1008.874
1973 1005.550 1011.496 1011.990 1022.464 1014.437 1009.820 1007.886 1009.510 1010.469 1010.213 1015.712 1011.779
1974 1013.323 1016.624 1013.793 1014.605 1017.277 1011.045 1008.852 1011.937 1013.411 1014.669 1013.672 1010.131
1975 1008.470 1011.752 1014.813 1016.202 1017.460 1014.328 1007.375 1008.650 1007.640 1011.455 1011.163 1005.221
1976 1012.018 1007.195 1013.099 1015.042 1016.108 1011.443 1009.092 1005.616 1011.559 1014.001 1011.858 1016.961
1977 1024.312 1017.592 1017.042 1011.985 1014.668 1013.061 1012.499 1015.532 1009.023 1012.740 1012.469 1012.597
1978 1011.873 1017.727 1013.624 1018.933 1016.819 1011.171 1012.164 1010.412 1012.446 1008.771 1004.619 1014.228
1979 1018.769 1016.651 1020.172 1022.141 1017.273 1010.581 1010.300 1012.589 1012.985 1014.403 1011.302 1006.716
1980 1019.856 1012.487 1018.591 1017.347 1019.145 1010.023 1012.181 1010.073 1010.833 1011.791 1016.489 1014.902
1981 1007.509 1013.683 1018.982 1015.503 1013.325 1013.632 1008.194 1010.020 1015.421 1018.867 1012.236 1013.798
