om,yr,mo,dy,date,time,tz,st,stf,stn,mag,inj,fat,loss,closs,slat,slon,elat,elon,len,wid,ns,sn,sg,f1,f2,f3,f4,fc
483893,2013,11,17,2013-11-17,12:45:00,3,IL,17,0,3,6,0,62.5,0.0,40.2351,-88.1663,40.4999,-87.7227,29.83,880.0,1,1,1,19,183,75,0,0
483895,2013,11,17,2013-11-17,12:46:00,3,IL,17,0,1,0,0,0.22,0.0,39.8326,-88.2655,39.8726,-88.1983,4.51,440.0,1,1,1,41,0,0,0,0
484033,2013,11,17,2013-11-17,13:00:00,3,IL,17,0,1,0,0,0.1,0.0,41.2973,-87.5461,41.3068,-87.535,0.16,150.0,1,1,1,91,197,0,0,0
483896,2013,11,17,2013-11-17,13:03:00,3,IL,17,0,2,1,0,9.5,0.0,39.9445,-87.9026,40.0967,-87.5882,19.68,440.0,1,1,1,183,0,0,0,0
482624,2013,11,17,2013-11-17,13:05:00,3,IL,17,0,1,0,0,0.003,0.0,38.2779,-88.7577,38.2784,-88.755,0.15,25.0,1,1,1,81,0,0,0,0
480997,2013,11,17,2013-11-17,13:07:00,3,MO,29,0,3,0,0,1.0,0.0,37.0209,-89.7338,37.0327,-89.4759,14.25,600.0,1,1,1,201,0,0,0,0
482626,2013,11,17,2013-11-17,13:08:00,3,IL,17,0,2,0,0,0.15,0.0,38.37,-88.53,38.3902,-88.3569,9.48,150.0,1,1,1,191,0,0,0,0
484068,2013,11,17,2013-11-17,13:19:00,3,IL,17,0,0,0,0,0.02,0.0,40.5168,-87.6733,40.5805,-87.6171,4.52,75.0,1,1,1,75,0,0,0,0
485057,2013,11,17,2013-11-17,13:22:00,3,IN,18,0,2,0,0,0.315,0.0,40.1017,-87.5307,40.1453,-87.4356,5.94,150.0,1,1,1,165,171,0,0,0
484074,2013,11,17,2013-11-17,13:27:00,3,IN,18,0,1,0,0,0.325,0.0,40.7616,-87.2974,40.8166,-87.2208,5.52,100.0,1,1,1,111,73,0,0,0
482620,2013,11,17,2013-11-17,13:29:00,3,IL,17,0,2,0,0,0.21,0.0,38.425,-88.1666,38.4486,-88.0245,7.86,300.0,1,1,1,191,47,0,0,0
485110,2013,11,17,2013-11-17,13:32:00,3,IN,18,0,2,0,0,0.186,0.0,40.1163,-87.2456,40.2333,-87.0595,12.73,75.0,1,1,1,45,107,157,0,0
482623,2013,11,17,2013-11-17,13:33:00,3,IL,17,0,2,0,0,0.15,0.0,38.419,-88.1483,38.4361,-88.0749,4.14,100.0,1,1,1,47,0,0,0,0
484082,2013,11,17,2013-11-17,13:40:00,3,IN,18,0,2,0,0,0.05,0.0,40.5557,-87.1475,40.6089,-86.93,11.99,1200.0,1,1,1,7,181,0,0,0
482625,2013,11,17,2013-11-17,13:44:00,3,IL,17,0,2,1,0,0.25,0.0,38.4892,-87.9229,38.5007,-87.7333,10.28,225.0,1,1,1,185,0,0,0,0
485895,2013,11,17,2013-11-17,13:47:00,3,IN,18,0,1,0,0,0.018,0.0,40.4971,-87.0778,40.5265,-87.0148,3.89,50.0,1,1,1,157,0,0,0,0
482731,2013,11,17,2013-11-17,13:47:00,3,IN,18,0,1,0,0,0.03,0.0,40.1713,-86.9572,40.1857,-86.9292,1.78,40.0,1,1,1,107,0,0,0,0
484084,2013,11,17,2013-11-17,13:50:00,3,IN,18,0,1,0,0,0.15,0.0,40.9727,-87.1152,41.0574,-86.954,10.24,100.0,1,1,1,73,0,0,0,0
483207,2013,11,17,2013-11-17,13:51:00,3,IN,18,0,2,0,0,0.0,0.0,40.6918,-86.8785,40.6672,-86.9507,4.15,300.0,1,1,1,181,0,0,0,0
482755,2013,11,17,2013-11-17,13:51:00,3,IN,18,0,0,0,0,0.021,0.0,40.3012,-86.9224,40.3033,-86.9186,0.25,50.0,1,1,1,157,0,0,0,0
482746,2013,11,17,2013-11-17,13:52:00,3,IN,18,0,2,0,0,0.125,0.0,40.3013,-86.9467,40.319,-86.8926,3.1,75.0,1,1,1,157,0,0,0,0
485133,2013,11,17,2013-11-17,13:52:00,3,IN,18,0,2,0,0,0.0,0.0,40.5689,-87.0955,40.6108,-86.9285,9.23,900.0,1,1,1,181,0,0,0,0
485368,2013,11,17,2013-11-17,13:54:00,3,IN,18,0,3,0,0,0.785,0.0,40.3462,-86.8342,40.6257,-86.2153,37.91,100.0,1,1,1,157,23,15,17,0
478639,2013,11,17,2013-11-17,13:55:00,3,MI,26,0,0,0,0,0.1,0.0,43.26,-85.87,43.6502,-85.3136,36.99,95.0,1,1,1,121,123,107,0,0
482737,2013,11,17,2013-11-17,13:56:00,3,IN,18,0,1,0,0,0.01,0.0,40.2874,-86.8107,40.3159,-86.7711,2.87,35.0,1,1,1,157,0,0,0,0
482009,2013,11,17,2013-11-17,13:56:00,3,IN,18,0,2,1,0,0.075,0.0,38.5374,-87.6121,38.5798,-87.4583,8.81,100.0,1,1,1,83,0,0,0,0
480468,2013,11,17,2013-11-17,14:03:00,3,IN,18,0,0,0,0,0.0,0.0,41.0765,-86.8936,41.1718,-86.6742,13.18,100.0,1,1,1,131,0,0,0,0
480993,2013,11,17,2013-11-17,14:05:00,3,KY,21,0,2,1,0,0.35,0.0,37.098,-88.8781,37.1246,-88.6368,13.42,200.0,2,1,2,145,0,0,0,0
480993,2013,11,17,2013-11-17,14:05:00,3,KY,21,0,3,34,3,6.76,0.0,37.098,-88.8781,37.1205,-88.1092,42.5,500.0,2,0,1,0,0,0,0,0
479369,2013,11,17,2013-11-17,14:07:00,3,IN,18,0,1,0,0,0.0,0.0,40.8227,-86.5949,40.8141,-86.6054,0.81,150.0,1,1,1,181,0,0,0,0
485095,2013,11,17,2013-11-17,14:13:00,3,IN,18,0,2,0,0,0.36,0.0,40.3263,-86.3946,40.5146,-85.979,25.44,150.0,1,1,1,23,67,0,0,0
479457,2013,11,17,2013-11-17,14:20:00,3,IN,18,0,0,0,0,0.0,0.0,40.7276,-86.3914,40.7395,-86.3765,1.13,150.0,1,1,1,17,0,0,0,0
482727,2013,11,17,2013-11-17,14:20:00,3,IN,18,0,2,0,0,0.1,0.0,38.642,-87.2224,38.6546,-87.173,2.8,125.0,1,1,1,27,0,0,0,0
480993,2013,11,17,2013-11-17,14:20:00,3,IL,17,0,3,33,3,6.0,0.0,37.1246,-88.6368,37.1238,-88.436,11.07,500.0,2,1,2,127,151,0,0,0
479234,2013,11,17,2013-11-17,14:27:00,3,MI,26,0,1,0,0,0.0,0.0,41.895,-86.0079,41.8986,-86.0024,0.38,50.0,1,1,1,27,0,0,0,0
482768,2013,11,17,2013-11-17,14:29:00,3,IN,18,0,2,5,0,0.075,0.0,40.4639,-86.1266,40.4662,-86.118,0.48,75.0,1,1,1,67,0,0,0,0
480993,2013,11,17,2013-11-17,14:29:00,3,KY,21,0,2,0,0,0.41,0.0,37.1238,-88.436,37.1205,-88.1092,18.01,300.0,2,1,2,139,143,0,0,0
485056,2013,11,17,2013-11-17,14:30:00,3,IN,18,0,1,0,0,0.0,0.0,40.6904,-86.1211,40.7021,-86.0721,2.87,250.0,1,1,1,103,0,0,0,0
482729,2013,11,17,2013-11-17,14:36:00,3,IN,18,0,2,2,0,0.2,0.0,40.0176,-86.534,40.0356,-86.4687,3.67,75.0,1,1,1,11,0,0,0,0
479364,2013,11,17,2013-11-17,14:38:00,3,IN,18,0,1,0,0,0.0,0.0,41.1731,-85.9864,41.185,-85.9738,1.05,250.0,1,1,1,85,0,0,0,0
480965,2013,11,17,2013-11-17,14:41:00,3,KY,21,0,3,0,0,0.75,0.0,37.7006,-87.9403,37.7439,-87.6878,14.12,200.0,1,1,1,225,101,0,0,0
485933,2013,11,17,2013-11-17,14:42:00,3,IN,18,0,2,0,0,0.0,0.0,40.5515,-85.8383,40.6542,-85.666,11.75,700.0,1,1,1,53,169,0,0,0
479303,2013,11,17,2013-11-17,14:43:00,3,IN,18,0,2,0,0,0.0,0.0,41.0366,-85.8926,41.0772,-85.8341,4.14,150.0,1,1,1,169,85,0,0,0
482730,2013,11,17,2013-11-17,14:46:00,3,IN,18,0,1,0,0,0.01,0.0,40.0769,-86.3762,40.1014,-86.3157,3.62,33.0,1,1,1,11,0,0,0,0
479312,2013,11,17,2013-11-17,14:54:00,3,IN,18,0,1,0,0,0.0,0.0,41.297,-85.7987,41.3179,-85.7832,1.65,275.0,1,1,1,85,0,0,0,0
480458,2013,11,17,2013-11-17,14:55:00,3,IN,18,0,0,0,0,0.0,0.0,40.509,-85.7249,40.5094,-85.7244,0.04,20.0,1,1,1,53,0,0,0,0
482728,2013,11,17,2013-11-17,14:57:00,3,IN,18,0,1,0,0,0.07,0.0,38.8741,-86.5057,38.8785,-86.4827,1.27,50.0,1,1,1,93,0,0,0,0
482833,2013,11,17,2013-11-17,15:05:00,3,IN,18,0,1,0,0,0.045,0.0,40.211,-86.0327,40.222,-85.9997,1.9,125.0,1,1,1,57,159,0,0,0
480968,2013,11,17,2013-11-17,15:18:00,3,KY,21,0,1,0,0,0.2,0.0,37.1507,-87.9085,37.1302,-87.8572,3.16,200.0,1,1,1,33,0,0,0,0
484929,2013,11,17,2013-11-17,15:27:00,3,MI,26,0,0,0,0,0.011,0.0,44.8658,-84.6928,44.8692,-84.6893,0.29,150.0,1,1,1,137,0,0,0,0
480994,2013,11,17,2013-11-17,15:32:00,3,KY,21,0,3,1,0,0.7,0.0,37.1533,-87.4898,37.1705,-87.3419,8.23,200.0,1,1,1,107,0,0,0,0
479256,2013,11,17,2013-11-17,15:47:00,3,OH,39,0,1,0,0,0.0,0.0,40.9703,-84.4573,40.988,-84.4236,2.14,150.0,1,1,1,161,0,0,0,0
480995,2013,11,17,2013-11-17,15:50:00,3,KY,21,0,1,0,0,0.1,0.0,37.1588,-87.2682,37.1556,-87.2533,0.85,80.0,1,1,1,177,0,0,0,0
483071,2013,11,17,2013-11-17,15:52:00,3,OH,39,0,2,0,0,0.0,0.0,40.9609,-84.3852,41.0687,-84.2273,11.11,440.0,1,1,1,137,125,137,0,0
478227,2013,11,17,2013-11-17,16:10:00,3,KY,21,0,1,1,0,0.25,0.0,37.1646,-86.9048,37.163,-86.8056,5.46,200.0,1,1,1,31,0,0,0,0
486103,2013,11,17,2013-11-17,16:32:00,3,OH,39,0,1,0,0,0.05,0.0,41.19,-83.713,41.1989,-83.6969,1.04,75.0,1,1,1,173,0,0,0,0
486098,2013,11,17,2013-11-17,16:35:00,3,OH,39,0,2,0,0,2.6,0.0,41.539,-83.568,41.659,-83.421,11.28,100.0,1,1,1,173,95,0,0,0
486122,2013,11,17,2013-11-17,16:41:00,3,OH,39,0,1,0,0,0.2,0.0,41.252,-83.5953,41.2613,-83.5732,1.32,100.0,1,1,1,173,0,0,0,0
486100,2013,11,17,2013-11-17,17:00:00,3,OH,39,0,1,0,0,0.05,0.0,41.465,-83.223,41.47,-83.21,0.76,75.0,1,1,1,123,0,0,0,0
484142,2013,11,17,2013-11-17,18:31:00,3,TN,47,0,1,0,0,0.2,0.01,36.5862,-86.6901,36.584,-86.6727,0.97,100.0,1,1,1,147,0,0,0,0
484143,2013,11,17,2013-11-17,18:42:00,3,TN,47,0,0,0,0,0.2,0.0,36.5875,-86.522,36.5871,-86.5158,0.35,50.0,1,1,1,165,0,0,0,0
477815,2013,11,17,2013-11-17,21:37:00,3,TN,47,0,0,0,0,0.0,0.0,35.222,-86.6418,35.2218,-86.6318,0.57,25.0,1,1,1,103,0,0,0,0
481708,2013,11,26,2013-11-26,09:00:00,3,FL,12,0,1,0,0,0.2,0.0,30.0866,-85.1899,30.1268,-85.1746,2.92,50.0,1,1,1,45,0,0,0,0
481709,2013,11,26,2013-11-26,09:13:00,3,FL,12,0,0,0,0,0.0,0.0,30.175,-85.1177,30.2202,-85.0699,4.23,50.0,1,1,1,77,0,0,0,0
480007,2013,11,26,2013-11-26,21:15:00,3,NC,37,0,2,2,0,2.5,0.0,34.697,-76.774,34.702,-76.772,0.36,200.0,1,1,1,31,0,0,0,0
480008,2013,11,26,2013-11-26,21:17:00,3,NC,37,0,1,0,0,4.0,0.0,34.7224,-76.757,34.762,-76.7271,3.22,200.0,1,1,1,31,0,0,0,0
481110,2013,12,14,2013-12-14,18:00:00,3,FL,12,0,1,0,0,5.0,0.0,29.52,-81.31,29.61,-81.19,9.52,150.0,1,1,1,35,0,0,0,0
483341,2013,12,20,2013-12-20,16:41:00,3,MS,28,0,0,0,0,0.0,0.0,32.16,-90.79,32.1703,-90.8037,0.6,50.0,1,1,1,149,0,0,0,0
483342,2013,12,20,2013-12-20,16:56:00,3,MS,28,0,0,0,0,0.0,0.0,32.2011,-90.7,32.2105,-90.686,0.1,30.0,1,1,1,49,0,0,0,0
481172,2013,12,20,2013-12-20,18:33:00,3,AR,5,0,0,0,0,0.1,0.0,34.431,-92.188,34.441,-92.165,1.48,150.0,1,1,1,69,0,0,0,0
481697,2013,12,21,2013-12-21,13:58:00,3,TX,48,0,1,0,0,0.02,0.0,30.7418,-94.4977,30.7452,-94.4835,0.87,25.0,1,1,1,457,0,0,0,0
481698,2013,12,21,2013-12-21,14:22:00,3,TX,48,0,1,0,0,0.075,0.0,30.7867,-94.2042,30.7944,-94.1808,1.48,25.0,1,1,1,457,0,0,0,0
481699,2013,12,21,2013-12-21,14:50:00,3,TX,48,0,1,0,0,0.04,0.0,30.6953,-94.0208,30.6991,-94.0158,0.4,25.0,1,1,1,241,0,0,0,0
484464,2013,12,21,2013-12-21,15:13:00,3,AR,5,0,2,3,1,0.5,0.0,34.907,-90.559,35.099,-90.415,15.57,300.0,1,1,1,123,0,0,0,0
483702,2013,12,21,2013-12-21,15:43:00,3,LA,22,0,1,0,0,0.001,0.0,32.6405,-92.377,32.645,-92.3651,0.76,75.0,1,1,1,111,0,0,0,0
483368,2013,12,21,2013-12-21,16:51:00,3,AR,5,0,2,2,0,0.5,0.0,33.53,-91.44,33.8169,-90.7633,49.26,440.0,2,0,1,0,0,0,0,0
483368,2013,12,21,2013-12-21,16:51:00,3,MS,28,0,2,0,0,0.3,0.0,33.5649,-91.2421,33.8169,-90.7633,32.57,440.0,2,1,2,11,0,0,0,0
483368,2013,12,21,2013-12-21,16:51:00,3,AR,5,0,1,2,0,0.2,0.0,33.53,-91.44,33.5516,-91.2447,16.69,440.0,2,1,2,17,41,0,0,0
484469,2013,12,21,2013-12-21,17:19:00,3,MS,28,0,2,2,1,1.0,0.0,34.149,-90.767,34.21,-90.607,10.07,300.0,1,1,1,27,0,0,0,0
483158,2013,12,21,2013-12-21,17:31:00,3,KY,21,0,0,0,0,0.002,0.0,36.7343,-88.3178,36.7346,-88.3119,0.33,50.0,1,1,1,35,0,0,0,0
484471,2013,12,21,2013-12-21,17:40:00,3,MS,28,0,1,1,0,0.25,0.0,34.4465,-90.4171,34.4665,-90.3769,2.67,200.0,1,1,1,143,0,0,0,0
485065,2013,12,21,2013-12-21,17:57:00,3,MS,28,0,1,0,0,0.175,0.0,34.519,-90.094,34.57,-90.005,6.17,200.0,1,1,1,107,137,0,0,0
488383,2013,12,21,2013-12-21,18:13:00,3,MS,28,0,0,0,0,0.05,0.0,34.7412,-89.7413,34.7454,-89.7296,0.72,100.0,1,1,1,137,0,0,0,0
481314,2013,12,21,2013-12-21,22:07:00,3,KY,21,0,1,0,0,0.2,0.0,37.3333,-85.396,37.3691,-85.3059,5.53,300.0,1,1,1,217,0,0,0,0
481315,2013,12,21,2013-12-21,22:29:00,3,KY,21,0,1,0,0,0.1,0.0,38.457,-84.3829,38.4797,-84.3252,3.49,110.0,1,1,1,97,0,0,0,0
481316,2013,12,21,2013-12-21,22:41:00,3,KY,21,0,1,0,0,0.15,0.0,38.3,-84.2477,38.3318,-84.15,5.74,125.0,1,1,1,17,0,0,0,0
