om,yr,mo,dy,date,time,tz,st,stf,stn,mag,inj,fat,loss,closs,slat,slon,elat,elon,len,wid,ns,sn,sg,f1,f2,f3,f4,fc
446146,2013,6,12,2013-06-12,15:08:00,3,IA,19,0,3,0,0,0.5,0.005,42.8824,-93.6832,42.8384,-93.5811,6.2,200.0,1,1,1,197,0,0,0,0
446148,2013,6,12,2013-06-12,15:19:00,3,IA,19,0,1,0,0,0.02,0.005,42.849,-93.6044,42.8182,-93.5217,5.0,125.0,1,1,1,197,0,0,0,0
454190,2013,6,12,2013-06-12,15:32:00,3,IL,17,0,1,0,0,0.02,0.0,41.7344,-88.8923,41.7314,-88.8485,2.27,100.0,1,1,1,37,0,0,0,0
446149,2013,6,12,2013-06-12,15:32:00,3,IA,19,0,2,0,0,0.3,0.01,42.8246,-93.4745,42.7913,-93.3831,5.2,300.0,1,1,1,69,0,0,0,0
451691,2013,6,12,2013-06-12,15:45:00,3,IA,19,0,1,0,0,0.1,0.0,41.4523,-90.7217,41.486,-90.6948,2.71,150.0,1,1,1,163,0,0,0,0
446150,2013,6,12,2013-06-12,15:46:00,3,IA,19,0,1,0,0,0.05,0.001,42.7917,-93.3297,42.7656,-93.2722,3.43,75.0,1,1,1,69,0,0,0,0
484879,2013,6,12,2013-06-12,15:53:00,3,IA,19,0,0,0,0,0.0,0.005,42.7939,-93.2892,42.7808,-93.2719,1.26,125.0,1,1,1,69,0,0,0,0
446151,2013,6,12,2013-06-12,15:56:00,3,IA,19,0,0,0,0,0.01,0.001,42.7771,-93.2299,42.7644,-93.2165,1.11,50.0,1,1,1,69,0,0,0,0
450887,2013,6,12,2013-06-12,17:50:00,3,IL,17,0,0,0,0,0.0,0.0,42.2178,-90.2422,42.2178,-90.2422,0.5,20.0,1,1,1,85,0,0,0,0
450890,2013,6,12,2013-06-12,17:53:00,3,IL,17,0,2,1,0,0.0,0.0,42.1668,-90.15,42.1,-90.058,6.6,880.0,1,1,1,15,0,0,0,0
457324,2013,6,12,2013-06-12,18:50:00,3,IL,17,0,0,0,0,0.035,0.0,41.2924,-87.9086,41.2918,-87.904,0.24,50.0,1,1,1,197,0,0,0,0
457944,2013,6,12,2013-06-12,21:27:00,3,OH,39,0,0,0,0,0.0,0.0,40.7469,-84.8016,40.7448,-84.7897,0.64,80.0,1,1,1,161,0,0,0,0
458964,2013,6,12,2013-06-12,21:35:00,3,OH,39,0,0,0,0,0.04,0.0,40.72,-84.68,40.7201,-84.6788,0.06,100.0,1,1,1,107,0,0,0,0
459869,2013,6,12,2013-06-12,21:55:00,3,OH,39,0,0,0,0,0.0,0.0,41.1852,-84.109,41.1855,-84.1085,0.04,25.0,1,1,1,69,0,0,0,0
459881,2013,6,12,2013-06-12,21:59:00,3,OH,39,0,1,0,0,0.0,0.0,41.2452,-84.0358,41.2475,-84.028,0.43,50.0,1,1,1,69,0,0,0,0
460286,2013,6,12,2013-06-12,22:02:00,3,OH,39,0,1,0,0,0.0,0.0,41.2976,-84.0059,41.299,-84.0031,0.17,75.0,1,1,1,69,0,0,0,0
460604,2013,6,12,2013-06-12,22:03:00,3,OH,39,0,0,0,0,0.0,0.0,41.3008,-83.9923,41.3037,-83.9895,0.25,15.0,1,1,1,69,0,0,0,0
460318,2013,6,12,2013-06-12,22:03:00,3,OH,39,0,0,0,0,0.0,0.0,41.298,-83.9855,41.2994,-83.9844,0.11,15.0,1,1,1,69,0,0,0,0
458969,2013,6,12,2013-06-12,22:03:00,3,OH,39,0,0,0,0,0.35,0.0,40.4975,-84.2966,40.4911,-84.2532,2.32,50.0,1,1,1,11,0,0,0,0
460239,2013,6,12,2013-06-12,22:25:00,3,OH,39,0,0,0,0,0.1,0.0,41.2846,-83.865,41.2846,-83.8469,0.94,50.0,1,1,1,173,0,0,0,0
459070,2013,6,12,2013-06-12,23:15:00,3,OH,39,0,0,0,0,0.2,0.005,40.361,-83.182,40.3613,-83.186,0.21,50.0,1,1,1,41,0,0,0,0
460434,2013,6,13,2013-06-13,12:26:00,3,VA,51,0,0,0,0,0.0,0.002,38.198,-77.661,38.228,-77.539,6.94,50.0,1,1,1,177,0,0,0,0
460439,2013,6,13,2013-06-13,12:35:00,3,VA,51,0,0,0,0,0.01,0.005,38.096,-77.539,38.125,-77.513,2.45,75.0,1,1,1,177,0,0,0,0
460435,2013,6,13,2013-06-13,12:57:00,3,VA,51,0,0,0,0,0.0,0.0125,38.18,-77.18,38.189,-77.049,7.14,50.0,1,1,1,99,0,0,0,0
452988,2013,6,13,2013-06-13,13:11:00,3,TN,47,0,1,0,0,0.05,0.0,36.1311,-83.6315,36.1099,-83.6083,2.0,120.0,1,1,1,89,0,0,0,0
460443,2013,6,13,2013-06-13,13:24:00,3,MD,24,0,0,0,0,0.0,0.005,38.278,-76.74,38.309,-76.488,13.83,200.0,1,1,1,37,0,0,0,0
460451,2013,6,13,2013-06-13,13:38:00,3,MD,24,0,0,0,0,0.001,0.005,39.08,-77.32,39.108,-76.947,20.1,150.0,1,1,1,31,0,0,0,0
460447,2013,6,13,2013-06-13,13:42:00,3,MD,24,0,0,0,0,0.0,0.01,38.401,-76.541,38.422,-76.513,1.8,75.0,1,1,1,37,0,0,0,0
453001,2013,6,13,2013-06-13,13:55:00,3,TN,47,0,1,0,0,0.05,0.0,35.7919,-83.3375,35.7914,-83.3358,0.5,150.0,1,1,1,155,0,0,0,0
463052,2013,6,13,2013-06-13,14:10:00,3,NC,37,0,1,1,0,0.0,0.0,35.74,-83.179,35.721,-83.155,1.88,100.0,1,1,1,87,0,0,0,0
464404,2013,6,13,2013-06-13,17:00:00,3,GA,13,0,1,2,0,0.06,0.0,34.2662,-84.5574,34.1705,-84.4666,8.5,75.0,1,1,1,57,0,0,0,0
464409,2013,6,13,2013-06-13,17:30:00,3,GA,13,0,1,0,0,0.3625,0.0,34.0783,-84.5164,33.9548,-84.3478,12.93,200.0,1,1,1,57,67,121,0,0
449923,2013,6,13,2013-06-13,17:53:00,3,CO,8,0,0,0,0,0.0,0.0,39.92,-102.9,39.92,-102.9,0.1,50.0,1,1,1,121,0,0,0,0
449922,2013,6,13,2013-06-13,18:15:00,3,CO,8,0,0,0,0,0.0,0.0,40.26,-103.21,40.26,-103.21,0.1,50.0,1,1,1,121,0,0,0,0
457435,2013,6,13,2013-06-13,18:32:00,3,OR,41,0,1,0,0,0.0,0.1,45.2176,-123.187,45.2144,-123.185,0.25,53.0,1,1,1,71,0,0,0,0
449926,2013,6,13,2013-06-13,18:32:00,3,CO,8,0,0,0,0,0.0,0.0,40.36,-103.1,40.36,-103.1,0.1,50.0,1,1,1,121,0,0,0,0
461893,2013,6,14,2013-06-14,08:50:00,3,TX,48,0,0,0,0,0.025,0.0,29.33,-99.73,29.3513,-99.7499,1.9,50.0,1,1,1,463,0,0,0,0
454990,2013,6,16,2013-06-16,14:41:00,3,NE,31,0,0,0,0,0.0,0.0,42.33,-101.95,42.33,-101.95,0.2,35.0,1,1,1,31,0,0,0,0
454159,2013,6,17,2013-06-17,16:49:00,3,CO,8,0,0,0,0,0.0,0.0,39.1599,-102.654,39.1644,-102.654,0.25,50.0,1,1,1,63,0,0,0,0
450707,2013,6,17,2013-06-17,17:34:00,3,CO,8,0,0,0,0,0.0,0.0,38.072,-103.532,38.069,-103.421,6.04,100.0,1,1,1,89,0,0,0,0
449960,2013,6,18,2013-06-18,14:21:00,3,CO,8,0,1,0,0,0.0,0.0,39.8263,-104.643,39.8578,-104.659,2.4,75.0,1,1,1,31,0,0,0,0
462582,2013,6,18,2013-06-18,16:30:00,3,NC,37,0,0,0,0,0.15,0.0,35.9757,-78.3932,35.9782,-78.3744,1.25,150.0,1,1,1,69,0,0,0,0
449258,2013,6,18,2013-06-18,16:30:00,3,OR,41,0,0,0,0,0.001,0.0,43.2799,-123.416,43.2799,-123.416,0.1,10.0,1,1,1,19,0,0,0,0
453567,2013,6,19,2013-06-19,14:45:00,3,LA,22,0,0,0,0,0.01,0.0,29.2373,-89.9918,29.2373,-89.9918,0.3,60.0,1,1,1,51,0,0,0,0
450771,2013,6,19,2013-06-19,16:32:00,3,TX,48,0,2,0,0,0.05,0.0,33.4805,-102.561,33.555,-102.548,5.2,350.0,1,1,1,219,0,0,0,0
452869,2013,6,20,2013-06-20,17:11:00,3,ND,38,0,0,0,0,0.0,0.0,47.05,-98.3,47.05,-98.3,0.1,20.0,1,1,1,3,0,0,0,0
461512,2013,6,21,2013-06-21,02:46:00,3,MN,27,0,0,0,0,0.1,0.0,45.3259,-92.9915,45.3282,-92.9817,0.5,50.0,1,1,1,25,0,0,0,0
463844,2013,6,21,2013-06-21,12:58:00,3,SD,46,0,0,0,0,0.0,0.0,44.66,-98.99,44.6614,-98.9863,0.21,25.0,1,1,1,59,0,0,0,0
463850,2013,6,21,2013-06-21,13:55:00,3,SD,46,0,0,0,0,0.0,0.0,44.66,-97.94,44.6704,-97.8947,2.34,25.0,1,1,1,25,0,0,0,0
455397,2013,6,21,2013-06-21,14:03:00,3,SD,46,0,0,0,0,0.0,0.0,44.45,-97.851,44.45,-97.849,0.1,50.0,1,1,1,77,0,0,0,0
463910,2013,6,21,2013-06-21,14:08:00,3,SD,46,0,0,0,0,0.0,0.0,44.71,-97.91,44.712,-97.9033,0.36,50.0,1,1,1,25,0,0,0,0
455399,2013,6,21,2013-06-21,14:10:00,3,SD,46,0,0,0,0,0.0,0.0,44.49,-97.541,44.49,-97.539,0.1,50.0,1,1,1,77,0,0,0,0
463926,2013,6,21,2013-06-21,14:34:00,3,SD,46,0,0,0,0,0.0,0.0,44.61,-97.3,44.6124,-97.2932,0.37,50.0,1,1,1,57,0,0,0,0
448344,2013,6,21,2013-06-21,15:01:00,3,NE,31,0,0,0,0,0.0,0.0,41.1882,-103.203,41.193,-103.204,0.33,50.0,1,1,1,33,0,0,0,0
448350,2013,6,21,2013-06-21,16:01:00,3,NE,31,0,0,0,0,0.0,0.0,41.21,-102.97,41.2105,-102.964,0.33,50.0,1,1,1,33,0,0,0,0
455491,2013,6,21,2013-06-21,16:19:00,3,MN,27,0,0,0,0,0.0,0.0,44.32,-95.731,44.32,-95.729,0.1,50.0,1,1,1,83,0,0,0,0
458417,2013,6,21,2013-06-21,17:31:00,3,NE,31,0,0,0,0,0.1,0.25,42.7277,-102.189,42.7179,-102.184,0.72,33.0,1,1,1,161,0,0,0,0
448688,2013,6,22,2013-06-22,13:58:00,3,WY,56,0,0,0,0,0.0,0.0,41.9776,-104.97,41.9816,-104.965,0.37,30.0,1,1,1,31,0,0,0,0
451405,2013,6,22,2013-06-22,14:06:00,3,WY,56,0,0,0,0,0.0,0.0,42.9562,-106.091,42.9567,-106.09,0.08,20.0,1,1,1,25,0,0,0,0
448692,2013,6,22,2013-06-22,15:54:00,3,WY,56,0,0,0,0,0.0,0.0,41.8477,-104.507,41.8484,-104.5,0.39,30.0,1,1,1,15,0,0,0,0
448929,2013,6,22,2013-06-22,16:30:00,3,WY,56,0,0,0,0,0.0,0.0,41.7168,-104.17,41.6709,-104.115,4.25,40.0,1,1,1,15,0,0,0,0
448757,2013,6,22,2013-06-22,16:50:00,3,NE,31,0,1,0,0,0.0,0.0,41.67,-104.02,41.65,-103.87,7.87,100.0,1,1,1,7,0,0,0,0
448768,2013,6,22,2013-06-22,17:26:00,3,NE,31,0,0,0,0,0.0,0.0,41.5807,-103.709,41.5775,-103.687,1.15,40.0,1,1,1,7,0,0,0,0
448781,2013,6,22,2013-06-22,18:58:00,3,NE,31,0,0,0,0,0.0,0.0,41.2299,-103.48,41.23,-103.469,0.58,40.0,1,1,1,105,0,0,0,0
448285,2013,6,22,2013-06-22,19:55:00,3,WI,55,0,1,0,0,0.0,0.0,43.3587,-89.3523,43.399,-89.3201,3.22,125.0,1,1,1,21,0,0,0,0
462311,2013,6,24,2013-06-24,14:08:00,3,IA,19,0,1,0,1,0.5,0.0,41.4456,-91.0841,41.4636,-90.9698,6.5,100.0,1,1,1,139,0,0,0,0
462370,2013,6,24,2013-06-24,15:00:00,3,IL,17,0,1,0,0,0.05,0.0,41.4302,-90.0064,41.4539,-89.8907,6.21,50.0,1,1,1,73,0,0,0,0
461038,2013,6,24,2013-06-24,15:32:00,3,IL,17,0,0,0,0,0.01,0.0,41.6995,-89.5562,41.7261,-89.5154,2.79,100.0,1,1,1,103,0,0,0,0
462380,2013,6,24,2013-06-24,15:33:00,3,IL,17,0,0,0,0,0.01,0.0,41.5642,-89.3444,41.5687,-89.3339,0.63,75.0,1,1,1,11,0,0,0,0
459084,2013,6,24,2013-06-24,18:24:00,3,FL,12,0,0,0,0,0.0,0.0,27.8671,-82.6141,27.8516,-82.6399,1.91,10.0,1,1,1,103,0,0,0,0
457973,2013,6,25,2013-06-25,15:12:00,3,ND,38,0,0,0,0,0.0,0.0,47.9542,-100.93,47.98,-100.93,1.78,20.0,1,1,1,49,0,0,0,0
464519,2013,6,25,2013-06-25,18:59:00,3,SD,46,0,0,0,0,0.0,0.0,45.6,-99.88,45.5999,-99.8781,0.09,10.0,1,1,1,21,0,0,0,0
460384,2013,6,25,2013-06-25,19:00:00,3,FL,12,0,0,0,0,0.002,0.0,27.719,-82.7337,27.7186,-82.7358,0.14,5.0,1,1,1,103,0,0,0,0
451880,2013,6,25,2013-06-25,22:25:00,3,MN,27,0,0,0,0,0.0,0.0,46.65,-96.42,46.6909,-96.3703,7.0,100.0,1,1,1,27,0,0,0,0
448676,2013,6,26,2013-06-26,11:41:00,3,IA,19,0,0,0,0,0.0,0.001,42.6149,-94.0476,42.6073,-94.0393,0.67,30.0,1,1,1,187,0,0,0,0
451904,2013,6,26,2013-06-26,17:16:00,3,IN,18,0,1,0,0,0.02,0.0,38.45,-87.1,38.4525,-87.0897,0.59,75.0,1,1,1,125,0,0,0,0
449653,2013,6,26,2013-06-26,19:29:00,3,IN,18,0,1,0,0,0.2,0.0,37.9888,-86.7921,37.9316,-86.7284,5.26,100.0,1,1,1,123,0,0,0,0
449729,2013,6,26,2013-06-26,21:25:00,3,KY,21,0,2,0,0,0.5,0.0,37.6212,-85.7988,37.6582,-85.6865,6.65,300.0,1,1,1,123,0,0,0,0
450558,2013,6,27,2013-06-27,12:19:00,3,PA,42,0,1,0,0,0.0025,0.0,40.2637,-77.6453,40.292,-77.6017,3.02,50.0,1,1,1,99,0,0,0,0
450559,2013,6,27,2013-06-27,14:05:00,3,PA,42,0,1,0,0,0.0,0.0,40.7811,-77.7402,40.7927,-77.7517,1.0,75.0,1,1,1,27,0,0,0,0
453439,2013,6,29,2013-06-29,13:05:00,3,IL,17,0,0,0,0,0.004,0.0,39.5781,-88.4143,39.5781,-88.4117,0.14,20.0,1,1,1,29,0,0,0,0
454339,2013,6,29,2013-06-29,14:15:00,3,SC,45,0,0,0,0,0.035,0.0,33.6466,-79.0416,33.6469,-79.0397,0.11,30.0,1,1,1,51,0,0,0,0
454341,2013,6,29,2013-06-29,14:26:00,3,SC,45,0,0,0,0,0.015,0.0,33.6998,-79.0091,33.7008,-79.0093,0.07,50.0,1,1,1,51,0,0,0,0
470263,2013,7,1,2013-07-01,07:17:00,3,NJ,34,0,0,0,0,0.02,0.0,40.6822,-74.4528,40.7223,-74.3786,4.77,50.0,1,1,1,39,0,0,0,0
468585,2013,7,1,2013-07-01,08:58:00,3,CT,9,0,0,0,0,0.0,0.0,41.1,-73.63,41.12,-73.56,3.7,150.0,1,1,1,1,0,0,0,0
461537,2013,7,1,2013-07-01,11:28:00,3,CT,9,0,1,0,0,5.0,0.0,41.9,-72.65,41.92,-72.62,2.07,200.0,1,1,1,3,0,0,0,0
461545,2013,7,1,2013-07-01,11:45:00,3,CT,9,0,0,0,0,0.025,0.0,41.98,-72.52,41.99,-72.51,0.86,50.0,1,1,1,3,0,0,0,0
469097,2013,7,1,2013-07-01,15:50:00,3,FL,12,0,0,0,0,0.01,0.0,28.0209,-82.6655,28.0212,-82.6646,0.06,20.0,1,1,1,103,0,0,0,0
470255,2013,7,1,2013-07-01,17:33:00,3,MD,24,0,0,0,0,0.0005,0.0005,38.7045,-76.9004,38.7365,-76.8894,2.3,75.0,1,1,1,33,0,0,0,0
459160,2013,7,1,2013-07-01,18:41:00,3,IL,17,0,0,0,0,0.0,0.0,38.3963,-87.8887,38.3972,-87.9033,0.8,50.0,1,1,1,185,0,0,0,0
468818,2013,7,2,2013-07-02,10:25:00,3,NC,37,0,0,0,0,0.1,0.0,36.513,-79.0828,36.5192,-79.0818,0.43,180.0,1,1,1,145,0,0,0,0
463141,2013,7,2,2013-07-02,16:59:00,3,SC,45,0,1,9,0,0.088,0.0,34.1919,-79.71,34.2329,-79.6887,3.08,90.0,1,1,1,41,0,0,0,0
459161,2013,7,2,2013-07-02,17:55:00,3,IL,17,0,0,0,0,0.0,0.0,38.45,-88.2781,38.4596,-88.2779,0.67,50.0,1,1,1,191,0,0,0,0
472071,2013,7,5,2013-07-05,13:00:00,3,FL,12,0,0,0,0,0.005,0.0,30.4659,-86.4311,30.47,-86.43,0.29,40.0,1,1,1,91,0,0,0,0
452171,2013,7,6,2013-07-06,18:50:00,3,KY,21,0,0,0,0,0.005,0.0,36.8525,-87.9311,36.8558,-87.9154,0.89,50.0,1,1,1,221,0,0,0,0
469085,2013,7,7,2013-07-07,19:30:00,3,ID,16,0,0,0,0,0.0,0.0,42.2334,-111.324,42.2389,-111.306,1.0,10.0,1,1,1,7,0,0,0,0
468419,2013,7,8,2013-07-08,16:48:00,3,MT,30,0,0,0,0,0.0,0.0,46.61,-107.87,46.61,-107.87,0.5,50.0,1,1,1,65,0,0,0,0
468458,2013,7,8,2013-07-08,18:54:00,3,MT,30,0,1,0,0,0.0,0.0,46.2425,-105.759,46.2425,-105.759,0.57,100.0,1,1,1,17,0,0,0,0
468896,2013,7,8,2013-07-08,19:02:00,3,OH,39,0,0,0,0,0.075,0.0,41.2394,-83.2783,41.2395,-83.2774,0.05,15.0,1,1,1,147,0,0,0,0
452936,2013,7,9,2013-07-09,13:59:00,3,WI,55,0,0,0,0,0.0,0.0,45.285,-89.692,45.29,-89.609,4.1,100.0,1,1,1,69,0,0,0,0
452941,2013,7,9,2013-07-09,14:32:00,3,WI,55,0,0,0,0,0.0,0.0,45.264,-89.425,45.237,-89.233,9.52,100.0,1,1,1,67,0,0,0,0
461134,2013,7,9,2013-07-09,14:54:00,3,ND,38,0,0,0,0,0.095,0.0,46.91,-101.26,46.8955,-101.227,1.84,50.0,1,1,1,59,0,0,0,0
470461,2013,7,9,2013-07-09,16:10:00,3,NE,31,0,0,0,0,0.0,0.0,41.0783,-99.7844,41.0783,-99.7841,0.01,20.0,1,1,1,41,0,0,0,0
462521,2013,7,9,2013-07-09,16:14:00,3,NE,31,0,0,0,0,0.0,0.0,41.0242,-99.9537,41.0187,-99.9215,1.72,50.0,1,1,1,47,0,0,0,0
467424,2013,7,9,2013-07-09,16:15:00,3,NE,31,0,0,0,0,0.0,0.0,41.0983,-99.9091,41.099,-99.905,0.22,75.0,1,1,1,41,0,0,0,0
469101,2013,7,9,2013-07-09,16:33:00,3,FL,12,0,0,1,0,0.02,0.0,27.523,-82.595,27.521,-82.598,0.23,15.0,1,1,1,81,0,0,0,0
452894,2013,7,9,2013-07-09,16:44:00,3,WI,55,0,0,0,0,0.0,0.0,44.259,-89.529,44.26,-89.526,0.16,25.0,1,1,1,97,0,0,0,0
452864,2013,7,9,2013-07-09,18:50:00,3,WI,55,0,0,0,0,0.025,0.0,44.942,-87.857,44.945,-87.825,1.58,100.0,1,1,1,83,0,0,0,0
460783,2013,7,10,2013-07-10,11:28:00,3,IN,18,0,1,2,0,0.0,0.0,40.7463,-86.1131,40.7426,-86.0471,3.47,200.0,1,1,1,103,0,0,0,0
468580,2013,7,10,2013-07-10,12:24:00,3,OH,39,0,0,0,0,0.2,0.0,41.1391,-82.9392,41.2212,-82.7791,10.15,50.0,1,1,1,147,77,0,0,0
465232,2013,7,10,2013-07-10,13:13:00,3,OH,39,0,0,0,0,0.25,0.0,41.2654,-82.8606,41.2702,-82.8466,0.8,50.0,1,1,1,143,0,0,0,0
462331,2013,7,10,2013-07-10,13:56:00,3,OH,39,0,0,0,0,0.075,0.0,40.8658,-82.1741,40.86,-82.1561,1.03,15.0,1,1,1,5,0,0,0,0
474031,2013,7,10,2013-07-10,14:03:00,3,KS,20,0,0,0,0,0.0,0.0,37.679,-101.761,37.6771,-101.76,0.15,50.0,1,1,1,187,0,0,0,0
460027,2013,7,10,2013-07-10,14:42:00,3,PA,42,0,1,0,0,0.1,0.0,40.9,-80.4,40.915,-80.39,1.16,250.0,1,1,1,73,0,0,0,0
460275,2013,7,10,2013-07-10,14:44:00,3,OH,39,0,1,0,0,0.08,0.0,40.632,-81.447,40.534,-81.216,13.35,300.0,1,1,1,157,19,0,0,0
460282,2013,7,10,2013-07-10,15:07:00,3,OH,39,0,1,0,0,0.025,0.0,40.493,-81.112,40.448,-80.95,9.06,150.0,1,1,1,19,0,0,0,0
462109,2013,7,10,2013-07-10,15:20:00,3,CT,9,0,1,0,0,0.05,0.0,41.72,-72.41,41.77,-72.21,10.87,100.0,1,1,1,13,0,0,0,0
459269,2013,7,12,2013-07-12,18:45:00,3,ND,38,0,0,0,0,0.0,0.0,46.06,-97.35,46.06,-97.35,0.1,20.0,1,1,1,81,0,0,0,0
471291,2013,7,13,2013-07-13,07:01:00,3,SC,45,0,0,0,0,0.0,0.0,32.38,-80.46,32.38,-80.46,0.01,25.0,1,1,1,13,0,0,0,0
470482,2013,7,15,2013-07-15,15:45:00,3,MT,30,0,2,0,0,0.5,0.0,48.3511,-105.611,48.3749,-105.111,22.99,440.0,1,1,1,85,0,0,0,0
469936,2013,7,15,2013-07-15,16:40:00,3,FL,12,0,0,0,0,0.0,0.0,27.4229,-82.4158,27.4197,-82.435,1.2,5.0,1,1,1,81,0,0,0,0
453064,2013,7,15,2013-07-15,20:00:00,3,AZ,4,0,0,0,0,0.0,0.0,35.0269,-110.69,35.0269,-110.69,0.1,10.0,1,1,1,17,0,0,0,0
467597,2013,7,17,2013-07-17,16:48:00,3,ME,23,0,0,0,0,0.0,0.0,45.668,-67.877,45.666,-67.876,0.15,50.0,1,1,1,29,0,0,0,0
467638,2013,7,19,2013-07-19,12:00:00,3,ME,23,0,1,0,0,0.0,0.0,46.203,-69.1,46.189,-69.06,2.14,300.0,1,1,1,21,0,0,0,0
469906,2013,7,19,2013-07-19,13:45:00,3,FL,12,0,0,3,0,0.0,0.0,26.2358,-80.0883,26.2358,-80.0883,0.1,10.0,1,1,1,11,0,0,0,0
462861,2013,7,19,2013-07-19,15:07:00,3,OH,39,0,0,0,0,0.025,0.0,40.5086,-80.9494,40.5124,-80.9385,0.63,175.0,1,1,1,19,0,0,0,0
471107,2013,7,19,2013-07-19,17:31:00,3,NY,36,0,0,0,0,0.035,0.0,43.3243,-77.7165,43.3208,-77.7136,0.28,10.0,1,1,1,55,0,0,0,0
461831,2013,7,20,2013-07-20,01:35:00,3,OH,39,0,1,0,0,0.35,0.0,41.5005,-81.4685,41.4825,-81.459,1.34,200.0,1,1,1,35,0,0,0,0
464406,2013,7,20,2013-07-20,17:26:00,3,NE,31,0,0,0,0,0.0,0.0,42.6,-102.34,42.6,-102.34,0.1,60.0,1,1,1,161,0,0,0,0
466692,2013,7,21,2013-07-21,12:30:00,3,FL,12,0,0,0,0,0.0,0.0,29.8,-81.55,29.8,-81.55,0.05,20.0,1,1,1,109,0,0,0,0
461885,2013,7,21,2013-07-21,16:42:00,3,ND,38,0,0,0,0,0.0,0.0,48.36,-100.9,48.3134,-100.83,4.55,50.0,1,1,1,49,0,0,0,0
454589,2013,7,21,2013-07-21,18:18:00,3,MO,29,0,0,0,0,0.1,0.0,37.2074,-93.272,37.2074,-93.2608,0.62,50.0,1,1,1,77,0,0,0,0
459283,2013,7,21,2013-07-21,20:08:00,3,ND,38,0,1,0,0,0.0,0.0,48.44,-98.88,48.4334,-98.8195,1.5,100.0,1,1,1,71,0,0,0,0
459294,2013,7,22,2013-07-22,00:33:00,3,MN,27,0,1,0,0,0.15,0.0,47.8,-95.7,47.8,-95.54,7.47,150.0,1,1,1,119,29,0,0,0
459296,2013,7,22,2013-07-22,00:50:00,3,MN,27,0,2,0,0,1.75,0.6,47.3,-95.91,47.3449,-95.4688,21.09,400.0,1,1,1,87,29,0,0,0
455166,2013,7,22,2013-07-22,15:45:00,3,WI,55,0,0,0,0,0.005,0.01,44.662,-91.2045,44.6589,-91.2006,0.29,10.0,1,1,1,35,0,0,0,0
456863,2013,7,22,2013-07-22,16:15:00,3,WI,55,0,0,0,0,0.022,0.0,44.0418,-91.5535,44.0502,-91.5347,1.1,40.0,1,1,1,121,0,0,0,0
472106,2013,7,22,2013-07-22,17:30:00,3,FL,12,0,0,0,0,0.0045,0.0,30.3871,-86.9909,30.3871,-86.9909,0.01,30.0,1,1,1,33,0,0,0,0
470256,2013,7,22,2013-07-22,22:12:00,3,MD,24,0,0,0,0,0.003,0.002,39.628,-76.182,39.632,-76.169,0.8,100.0,1,1,1,25,0,0,0,0
469925,2013,7,23,2013-07-23,10:45:00,3,FL,12,0,0,0,0,0.01,0.0,26.0874,-80.1748,26.0875,-80.1747,0.01,10.0,1,1,1,11,0,0,0,0
462912,2013,7,23,2013-07-23,15:22:00,3,OH,39,0,0,0,0,0.025,0.0,40.694,-80.943,40.663,-80.899,3.15,75.0,1,1,1,19,29,0,0,0
471127,2013,7,23,2013-07-23,23:06:00,3,OK,40,0,1,0,0,0.18,0.0,35.9597,-95.4247,35.9341,-95.3704,3.5,850.0,1,1,1,145,0,0,0,0
458131,2013,7,25,2013-07-25,14:20:00,3,CO,8,0,0,0,0,0.0,0.0,37.67,-102.38,37.67,-102.4,1.09,100.0,1,1,1,99,0,0,0,0
474408,2013,7,25,2013-07-25,15:05:00,3,KS,20,0,0,0,0,0.0,0.0,37.86,-101.98,37.8581,-101.973,0.41,50.0,1,1,1,75,0,0,0,0
458132,2013,7,25,2013-07-25,15:09:00,3,CO,8,0,0,0,0,0.0,0.0,37.51,-102.3,37.51,-102.32,1.1,75.0,1,1,1,9,0,0,0,0
488245,2013,7,26,2013-07-26,14:25:00,3,OK,40,0,0,0,0,0.0,0.0,33.943,-96.731,33.943,-96.731,0.1,10.0,1,1,1,95,0,0,0,0
464145,2013,7,26,2013-07-26,16:50:00,3,MO,29,0,0,0,0,0.0008,0.0,39.1893,-93.4904,39.1893,-93.4904,0.05,25.0,1,1,1,107,0,0,0,0
456967,2013,7,27,2013-07-27,15:00:00,3,PA,42,0,1,0,0,0.03,0.0,41.6767,-77.9897,41.7136,-77.9614,2.94,200.0,1,1,1,105,0,0,0,0
457425,2013,7,27,2013-07-27,16:10:00,3,NY,36,0,1,0,0,0.1,0.0,42.05,-77.55,42.05,-77.55,14.0,500.0,1,1,1,101,0,0,0,0
458232,2013,7,27,2013-07-27,23:33:00,3,LA,22,0,1,0,0,0.0,0.0,32.22,-93.45,32.17,-93.29,9.97,1760.0,1,1,1,81,0,0,0,0
474418,2013,7,29,2013-07-29,15:18:00,3,KS,20,0,0,0,0,0.0,0.0,37.74,-98.49,37.74,-98.49,0.01,25.0,1,1,1,151,0,0,0,0
457050,2013,7,29,2013-07-29,16:05:00,3,KS,20,0,1,0,0,0.1,0.0,37.7909,-95.0653,37.7917,-95.0724,0.4,100.0,1,1,1,11,0,0,0,0
457237,2013,7,29,2013-07-29,18:03:00,3,WY,56,0,0,0,0,0.0,0.0,41.27,-105.05,41.26,-105.03,1.25,50.0,1,1,1,21,0,0,0,0
470758,2013,7,30,2013-07-30,15:35:00,3,SD,46,0,0,0,0,0.0,0.0,44.0262,-101.716,44.0262,-101.716,0.01,10.0,1,1,1,55,0,0,0,0
